Episode,Total Reward,Max Value,Loss
246,1304,128,8.223627090454102
247,816,64,6.798491477966309
248,996,128,6.477354049682617
249,2260,256,8.316231727600098
250,2204,256,6.642849922180176
251,896,128,5.956876754760742
252,1216,128,11.818641662597656
253,1524,128,5.711933135986328
254,1528,128,6.125607013702393
255,584,64,6.280221462249756
256,1060,128,6.227834701538086
257,1852,128,6.047303676605225
258,636,64,5.506957530975342
259,916,128,6.191453456878662
260,408,32,5.850940227508545
261,1012,64,5.503143310546875
262,780,64,5.960691452026367
263,1284,128,6.919346332550049
264,624,64,5.048965930938721
265,1408,128,6.22322416305542
266,840,64,6.289408206939697
267,2136,256,6.662179946899414
268,376,32,5.29780912399292
269,892,64,5.523482322692871
270,1728,128,5.274102210998535
271,1160,128,7.069942951202393
272,608,64,5.872402191162109
273,1120,128,6.7899861335754395
274,2288,256,7.860975742340088
275,1172,128,5.516503810882568
276,1208,128,11.010826110839844
277,1632,128,5.872200965881348
278,716,64,5.373291969299316
279,1272,128,5.926677227020264
280,1336,128,6.210872650146484
281,1468,128,5.298573017120361
282,1172,128,7.425261974334717
283,364,32,5.061257362365723
284,456,32,5.485238552093506
285,360,32,5.442018508911133
286,2244,256,6.050363540649414
287,2216,256,9.665143966674805
288,1380,128,5.981630802154541
289,460,64,5.179571151733398
290,2088,128,8.383448600769043
291,1420,128,6.559882164001465
292,1076,128,6.566009521484375
293,664,64,5.640698432922363
294,544,64,5.252612113952637
295,696,64,5.5962629318237305
296,728,64,5.399563789367676
297,616,64,5.5879364013671875
298,588,64,5.868193626403809
299,2020,256,6.03616189956665
300,900,64,5.573150157928467
301,1308,128,5.723177909851074
302,384,32,5.427143096923828
303,1460,128,5.8572306632995605
304,1632,128,5.539340019226074
305,364,32,5.228628158569336
306,1572,128,7.055154800415039
307,744,64,5.088330268859863
308,624,64,5.993333339691162
309,1608,128,5.618047714233398
310,1432,128,5.064258575439453
311,756,64,4.90160608291626
312,664,64,5.791640281677246
313,1052,128,5.655433177947998
314,1128,128,5.836626052856445
315,1268,128,6.657276153564453
316,1064,128,6.423004627227783
317,744,64,4.998371601104736
318,940,128,7.593237400054932
319,1152,128,6.141904830932617
320,700,64,5.812642574310303
321,392,32,5.286181449890137
322,1548,128,7.397122383117676
323,1248,128,4.999160289764404
324,1052,128,5.8645782470703125
325,892,64,5.318373203277588
326,764,64,5.1739702224731445
327,912,64,5.548642635345459
328,1332,128,5.769218921661377
329,2284,256,7.240333557128906
330,1168,128,10.598819732666016
331,3288,256,5.6419997215271
332,1620,128,5.817565441131592
333,1248,128,5.237588405609131
334,976,64,5.041999340057373
335,956,128,6.674147129058838
336,1040,128,7.370809078216553
337,468,64,5.531197547912598
338,860,64,6.102505683898926
339,1364,128,5.908993244171143
340,308,32,4.493524551391602
341,1204,128,5.267045974731445
342,392,32,4.611140727996826
343,712,64,5.051446914672852
344,432,32,4.714821815490723
345,576,64,5.045699596405029
346,668,64,5.6326422691345215
347,1224,128,8.144613265991211
348,664,64,5.62802791595459
349,440,32,4.798037052154541
350,696,64,5.268332004547119
351,612,64,5.5826945304870605
352,1460,128,5.69105339050293
353,1300,128,7.599761962890625
354,660,64,5.826817035675049
355,740,64,5.264768600463867
356,1300,128,5.704422950744629
357,600,64,5.432435035705566
358,528,64,4.98735237121582
359,1152,128,5.078707218170166
360,684,64,5.7343058586120605
361,672,64,5.911289691925049
362,1196,128,5.55185079574585
363,1008,128,5.387200355529785
364,1352,128,4.92911434173584
365,608,64,4.769771575927734
366,1328,128,6.054397106170654
367,740,64,5.428267478942871
368,632,64,4.546527862548828
369,1368,128,5.641544342041016
370,692,64,7.2384233474731445
371,1400,128,5.373528957366943
372,392,64,4.825136661529541
373,508,32,4.997325897216797
374,1436,128,11.835901260375977
375,268,32,4.465595722198486
376,1640,128,5.586488723754883
377,932,64,5.3838982582092285
378,1448,128,5.068051815032959
379,1424,128,6.426112174987793
380,1308,128,6.142602443695068
381,1592,128,5.712065696716309
382,572,64,5.779980182647705
383,2872,256,5.992204189300537
384,464,64,4.430449962615967
385,1092,128,5.335892677307129
386,508,64,5.103199481964111
387,1384,128,7.486975193023682
388,320,32,4.6212053298950195
389,1224,128,5.64314079284668
390,1468,128,5.590328693389893
391,612,64,5.489964485168457
392,692,64,5.736700534820557
393,1020,128,5.8912739753723145
394,404,32,4.638543605804443
395,2096,256,5.381385326385498
396,648,64,4.484227180480957
397,808,64,5.2337260246276855
398,1128,128,5.148604393005371
399,1228,128,5.265043258666992
400,1064,128,4.879401206970215
401,1340,128,5.566249370574951
402,1328,128,5.33620023727417
403,1152,64,6.446537017822266
404,412,32,4.883759021759033
405,1176,128,7.067863941192627
406,1368,128,4.692934513092041
407,756,64,5.677371501922607
408,668,64,4.81068229675293
409,1396,128,5.536179542541504
410,1296,128,7.137814998626709
411,1336,128,5.708995342254639
412,696,64,5.4930620193481445
413,1208,128,5.039334774017334
414,568,64,4.78192663192749
415,664,64,4.851370811462402
416,696,64,4.548374176025391
417,1328,128,5.492832660675049
418,516,32,4.794067859649658
419,1316,128,4.975796699523926
420,756,64,4.492951393127441
421,624,64,4.789772033691406
422,912,64,5.317164421081543
423,1068,128,4.987992763519287
424,1104,128,5.202909469604492
425,1344,128,8.613255500793457
426,504,64,5.369295120239258
427,1380,128,5.5334906578063965
428,868,64,5.323675632476807
429,1400,128,5.13469934463501
430,648,64,5.011105537414551
431,844,64,5.239342212677002
432,1820,128,5.3708343505859375
433,1504,128,5.518848419189453
434,1020,128,4.748846530914307
435,688,64,5.162971019744873
436,844,64,6.250488758087158
437,1632,128,5.4413299560546875
438,1744,128,5.446688652038574
439,1064,128,4.910118579864502
440,1328,128,6.00236701965332
441,1172,128,5.3621087074279785
442,1344,128,5.04900598526001
443,620,64,4.764819622039795
444,1120,128,5.206310749053955
445,608,64,4.73343563079834
446,1936,128,7.447752475738525
447,1340,128,6.449389934539795
448,560,64,5.52845573425293
449,612,64,5.063901901245117
450,1408,128,5.04615592956543
451,640,64,5.182588577270508
452,528,32,5.19446325302124
453,2984,256,5.309192657470703
454,648,64,4.494688034057617
455,1788,128,5.075878620147705
456,2352,256,5.2846455574035645
457,1040,128,4.874688148498535
458,1428,128,10.250100135803223
459,1340,128,5.3566436767578125
460,508,64,8.059282302856445
461,1016,128,5.0479817390441895
462,1224,128,11.115421295166016
463,1500,128,4.867961883544922
464,560,64,5.457205772399902
465,1640,128,5.127083778381348
466,1144,128,5.439866065979004
467,984,128,5.551591873168945
468,912,64,4.596616268157959
469,312,32,4.095287322998047
470,632,64,4.570488452911377
471,1164,128,6.279952049255371
472,344,32,4.021772384643555
473,292,32,4.694890975952148
474,896,64,5.0931925773620605
475,732,64,4.930204391479492
476,1056,128,4.900448322296143
477,1044,128,5.1288018226623535
478,600,64,4.562620639801025
479,1100,128,5.206956386566162
480,1388,128,5.3372416496276855
481,1368,128,5.524465084075928
482,1068,128,4.669541835784912
483,580,64,4.874247074127197
484,768,64,5.490934371948242
485,1348,128,4.7547287940979
486,1372,128,10.995094299316406
487,2744,256,5.4904608726501465
488,740,64,4.750252723693848
489,632,64,4.769689083099365
490,728,64,5.889587879180908
491,1432,128,4.880665302276611
492,1716,128,5.121023178100586
493,700,64,5.810931205749512
494,1084,128,8.274748802185059
495,1428,128,7.139068603515625
496,988,64,5.208445072174072
497,1428,128,5.387753963470459
498,1316,128,5.09987211227417
499,1400,128,5.255037307739258
500,1008,128,5.40291690826416
501,1400,128,5.071761131286621
502,1020,64,4.794164657592773
503,812,64,5.294062614440918
504,2052,128,5.01740837097168
505,1632,128,4.966782093048096
506,616,64,4.8553667068481445
507,732,64,5.522902488708496
508,584,64,6.368134498596191
509,1000,64,4.54820442199707
510,1424,128,5.865556240081787
511,1336,128,5.414921283721924
512,1984,256,5.331997394561768
513,788,64,4.164772033691406
514,652,64,6.359278678894043
515,824,64,5.103238105773926
516,744,64,5.110205173492432
517,828,64,4.522419452667236
518,1004,64,4.288313865661621
519,292,32,4.195424556732178
520,832,64,5.653168201446533
521,592,64,6.06122350692749
522,1116,128,6.23577356338501
523,1192,128,5.435819625854492
524,564,64,4.284249782562256
525,2228,256,6.3157572746276855
526,688,64,5.0610246658325195
527,1148,128,7.2608418464660645
528,1360,128,7.51800537109375
529,1164,128,4.9315996170043945
530,1144,128,4.718687057495117
531,1372,128,7.173887729644775
532,700,64,5.368628025054932
533,880,64,5.341867446899414
534,372,32,4.186892032623291
535,1300,128,7.994727611541748
536,620,64,5.5689568519592285
537,612,64,4.2851128578186035
538,708,64,4.152191162109375
539,472,64,5.371460437774658
540,1108,128,12.437141418457031
541,860,64,4.886569976806641
542,596,64,4.346778869628906
543,744,64,4.299676895141602
544,1084,128,8.003937721252441
545,628,64,4.1622514724731445
546,1532,128,6.566626071929932
547,228,32,3.7514238357543945
548,1488,128,4.764423370361328
549,2040,256,4.922036647796631
550,1200,128,5.381157398223877
551,648,64,4.248082160949707
552,1152,128,4.893763542175293
553,1324,128,4.7833404541015625
554,816,64,4.486984729766846
555,1444,128,5.588397979736328
556,1208,128,4.830951690673828
557,656,64,5.847280025482178
558,2252,256,5.095949649810791
559,988,128,4.690700531005859
560,848,64,5.055303573608398
561,1320,128,12.222402572631836
562,692,64,4.783188819885254
563,1664,128,5.682305812835693
564,216,32,4.936718463897705
565,952,128,5.3731369972229
566,1244,128,5.6748480796813965
567,2536,256,4.7585039138793945
568,296,32,4.156789302825928
569,1420,128,4.756277561187744
570,1308,128,4.489481449127197
571,612,64,7.191128730773926
572,268,32,3.682375192642212
573,1148,128,4.810757637023926
574,1272,128,6.091772079467773
575,660,64,4.605545997619629
576,1236,128,4.7623796463012695
577,764,64,4.567041873931885
578,1200,128,4.791368007659912
579,800,64,4.461470127105713
580,1856,128,5.126899719238281
581,1140,128,4.834103107452393
582,416,32,3.8092763423919678
583,1236,128,5.425919055938721
584,1316,128,4.479535102844238
585,456,32,5.091402053833008
586,1456,128,4.584450721740723
587,624,64,4.734213829040527
588,1360,128,4.491433143615723
589,464,32,4.25241756439209
590,1076,128,5.665870666503906
591,1520,128,4.6423540115356445
592,1196,128,4.879478931427002
593,596,64,4.860332489013672
594,1124,128,4.750750541687012
595,1320,128,5.985368728637695
596,820,64,4.4705729484558105
597,1156,128,5.37891149520874
598,1448,128,5.425070762634277
599,772,64,4.671417236328125
600,264,16,3.613490104675293
601,1340,128,4.473659992218018
602,1412,128,4.553989410400391
603,944,64,4.520947456359863
604,1616,128,4.753052711486816
605,448,64,4.862083435058594
606,1628,128,4.870828628540039
607,584,64,4.522669792175293
608,1400,128,5.584417343139648
609,904,128,11.60842514038086
610,800,64,5.100285053253174
611,620,64,4.657433986663818
612,1508,128,5.483611583709717
613,704,64,4.599481582641602
614,540,32,4.3443284034729
615,572,64,3.8820278644561768
616,944,64,4.529355049133301
617,796,64,4.945333957672119
618,616,64,4.607872009277344
619,784,64,4.629981994628906
620,1404,128,7.773693561553955
621,432,64,4.4487104415893555
622,448,32,3.646070718765259
623,768,64,4.658636569976807
624,756,64,4.397496223449707
625,572,64,4.533708095550537
626,1360,128,4.993391036987305
627,200,32,3.8013882637023926
628,1752,128,8.076105117797852
629,1372,128,4.3321943283081055
630,1372,128,5.420015335083008
631,952,64,5.056323528289795
632,2392,256,5.033838272094727
633,1516,128,5.572887897491455
634,1240,128,4.649187088012695
635,336,32,4.211543560028076
636,1164,128,4.953999042510986
637,1076,64,4.334537506103516
638,1332,128,4.8565568923950195
639,1908,256,6.094730377197266
640,852,64,4.704466342926025
641,1460,128,4.53620719909668
642,1396,128,5.102559566497803
643,636,64,4.857334613800049
644,1152,128,4.476227760314941
645,672,64,4.7111077308654785
646,656,64,4.603967189788818
647,1176,128,4.665807723999023
648,2508,256,4.517219543457031
649,384,32,4.395773887634277
650,1612,128,6.184962272644043
651,1384,128,4.33439826965332
652,1432,128,4.697216987609863
653,720,64,3.9946060180664062
654,1268,128,4.813555717468262
655,692,64,4.185699939727783
656,1164,128,4.5496721267700195
657,636,64,4.538287162780762
658,676,64,5.221445560455322
659,616,64,4.442291736602783
660,248,32,3.6152536869049072
661,1748,128,4.98722505569458
662,716,64,4.598036766052246
663,1304,128,8.890600204467773
664,1272,128,4.08420467376709
665,1068,128,5.147115230560303
666,440,32,4.412962913513184
667,588,64,4.075511455535889
668,1012,128,4.384429931640625
669,1296,128,4.787675380706787
670,1548,128,4.621543884277344
671,696,64,4.485679626464844
672,356,32,4.166788101196289
673,2084,256,4.673429489135742
674,1628,128,5.005829811096191
675,1552,128,4.505514621734619
676,1304,128,4.519617080688477
677,1160,128,5.041768550872803
678,1480,128,4.593100547790527
679,1128,128,4.385549068450928
680,1056,128,4.060488700866699
681,1444,128,4.8283467292785645
682,1040,128,5.203043460845947
683,1268,128,4.6285295486450195
684,1324,128,7.198701858520508
685,1364,128,4.2799787521362305
686,752,64,4.379493236541748
687,508,64,4.591578960418701
688,528,64,4.313168525695801
689,1076,128,4.3360595703125
690,620,64,5.556380271911621
691,1128,128,4.165210247039795
692,1296,128,4.178059101104736
693,1392,128,4.5344109535217285
694,604,64,3.744746208190918
695,784,64,4.308442115783691
696,1076,128,6.486575126647949
697,632,64,4.284311294555664
698,2400,256,9.594637870788574
699,404,32,3.4452016353607178
700,360,32,4.102507591247559
701,1376,128,4.5422515869140625
702,1028,128,4.390852928161621
703,1156,128,4.496009349822998
704,1024,128,3.9631452560424805
705,564,64,4.705013751983643
706,1176,128,4.6466522216796875
707,1028,128,4.416812896728516
708,704,64,4.6128973960876465
709,720,64,4.5645751953125
710,1040,128,5.706966876983643
711,700,64,4.370268821716309
712,2336,256,5.615933895111084
713,884,64,4.6904296875
714,1344,128,4.413568496704102
715,1444,128,4.865016937255859
716,748,64,4.44225549697876
717,1492,128,4.667693614959717
718,668,64,4.072677135467529
719,2288,256,6.147274971008301
720,1464,128,4.367027759552002
721,976,128,4.3441853523254395
722,396,32,4.088168144226074
723,580,64,4.7605156898498535
724,716,64,4.746513843536377
725,1348,128,4.265279293060303
726,712,64,5.3992133140563965
727,760,64,5.714923858642578
728,2840,256,7.8350911140441895
729,928,64,4.35086727142334
730,584,64,4.92454719543457
731,604,32,4.316458702087402
732,1452,128,4.922757625579834
733,936,64,4.134763240814209
734,1324,128,4.269779682159424
735,684,64,4.41244649887085
736,1456,128,7.8597798347473145
737,584,64,4.370917797088623
738,2288,256,4.637783527374268
739,436,32,3.599787712097168
740,516,32,4.035225868225098
741,704,64,4.477512359619141
742,992,64,4.670650005340576
743,2744,256,4.277640342712402
744,912,64,4.423086166381836
745,576,64,4.058012008666992
746,1028,128,4.925259113311768
747,232,32,4.073354244232178
748,772,64,4.78176736831665
749,168,16,3.991105079650879
750,2736,256,5.136788368225098
751,612,64,4.620989799499512
752,1348,128,4.711409568786621
753,1312,128,3.858236312866211
754,388,32,4.203047752380371
755,1608,128,6.309715270996094
756,1012,128,4.184962749481201
757,316,32,3.9429478645324707
758,512,64,4.286293983459473
759,736,64,5.039524078369141
760,580,64,4.311434745788574
761,1124,128,4.370769500732422
762,1168,128,5.833468437194824
763,728,64,3.966599941253662
764,868,64,4.07731819152832
765,560,64,4.624811172485352
766,2444,256,4.642021179199219
767,1136,128,4.180691719055176
768,772,64,4.6111040115356445
769,1448,128,7.575409889221191
770,1328,128,4.677661895751953
771,1252,128,4.680315017700195
772,864,64,4.12548303604126
773,1468,128,4.257367134094238
774,976,64,4.170837879180908
775,1148,128,4.530998706817627
776,880,128,4.433966159820557
777,1352,128,4.331634521484375
778,384,32,3.649904251098633
779,684,64,3.8441455364227295
780,1116,128,4.157081604003906
781,552,64,3.763978958129883
782,1328,128,4.3956499099731445
783,564,64,4.188907146453857
784,2068,128,3.987856388092041
785,1444,128,4.2661261558532715
786,1400,128,5.410242557525635
787,344,32,3.3433539867401123
788,1092,128,4.362252712249756
789,572,64,3.7472927570343018
790,1336,128,4.7438507080078125
791,1140,128,4.403970718383789
792,1136,128,4.316896915435791
793,460,64,3.6398279666900635
794,696,64,3.867899179458618
795,776,64,4.255503177642822
796,1364,128,4.485357284545898
797,1344,128,4.31775426864624
798,1372,128,6.273014545440674
799,1268,128,5.677882194519043
800,936,64,4.095948696136475
801,752,64,3.7298340797424316
802,856,64,3.9332034587860107
803,1216,128,4.277931213378906
804,1076,128,3.957803964614868
805,264,32,3.770150899887085
806,1536,128,6.083761215209961
807,1136,128,4.651742458343506
808,1200,128,5.924241542816162
809,1680,128,4.366592884063721
810,1344,128,4.4057183265686035
811,704,64,4.042969703674316
812,1016,128,4.303779125213623
813,1216,128,3.98272442817688
814,448,64,3.929555654525757
815,1204,128,4.316776752471924
816,1388,128,4.314929485321045
817,1412,128,4.292491912841797
818,1104,128,4.469033241271973
819,108,16,3.5276947021484375
820,1136,128,4.301497459411621
821,616,64,4.415889739990234
822,1324,128,4.140153408050537
823,452,32,3.438977003097534
824,1236,128,4.3368706703186035
825,1168,128,4.089184761047363
826,1408,128,4.1629958152771
827,1104,64,3.9336819648742676
828,1652,128,4.212359428405762
829,1520,128,4.237687110900879
830,1416,128,3.9095165729522705
831,760,64,3.850626230239868
832,2156,256,5.172234535217285
833,1432,128,5.098718166351318
834,528,64,4.048745632171631
835,1356,128,4.785144329071045
836,728,64,4.166313171386719
837,692,64,4.034149646759033
838,1476,128,3.903438091278076
839,676,64,4.31099796295166
840,708,64,4.373159885406494
841,1772,128,4.274285793304443
842,680,64,3.9043900966644287
843,1536,128,4.080377101898193
844,1092,64,3.8260529041290283
845,576,64,3.7526049613952637
846,284,32,3.419065237045288
847,1400,128,3.919837236404419
848,1684,128,4.156966209411621
849,1564,128,5.318233489990234
850,740,64,3.692613363265991
851,420,32,3.5497961044311523
852,1328,128,5.336834907531738
853,744,64,3.8865652084350586
854,1116,128,4.267459869384766
855,1480,128,4.09614372253418
856,1256,128,3.736438274383545
857,1028,64,4.226502895355225
858,336,32,3.5357301235198975
859,1360,128,3.9454500675201416
860,908,128,3.9393880367279053
861,1560,128,3.988198757171631
862,600,64,3.9175379276275635
863,816,64,4.279086589813232
864,832,64,3.7188479900360107
865,568,64,4.007267951965332
866,1920,128,11.340873718261719
867,1472,128,5.022151470184326
868,1500,128,4.790887832641602
869,472,32,3.431187391281128
870,2300,256,4.241783142089844
871,688,64,4.319905757904053
872,1108,128,3.9309680461883545
873,576,64,4.28489875793457
874,1420,128,3.9836525917053223
875,1716,128,3.801011562347412
876,1424,128,6.686975955963135
877,1688,128,4.041028022766113
878,2072,256,6.693663120269775
879,1008,64,3.6942522525787354
880,724,64,4.1219868659973145
881,940,64,4.274271011352539
882,664,64,4.446550369262695
883,1168,64,3.950392246246338
884,488,64,3.6500303745269775
885,1348,128,3.852238893508911
886,2320,256,4.084151268005371
887,720,64,4.02698278427124
888,628,64,3.821823835372925
889,340,32,2.9744672775268555
890,1396,128,7.544763565063477
891,820,64,4.316131591796875
892,292,32,3.211965560913086
893,708,64,3.9651875495910645
894,1404,128,4.175471305847168
895,1240,128,3.713320732116699
896,1084,128,4.473162651062012
897,792,64,3.7266461849212646
898,1488,128,4.152792453765869
899,1256,128,4.061864852905273
900,2888,256,4.44154167175293
901,856,64,4.184365272521973
902,1040,64,3.6666622161865234
903,612,64,5.027647972106934
904,760,64,3.9501209259033203
905,1148,128,5.080580234527588
906,900,64,4.049447059631348
907,1244,128,4.455724716186523
908,652,64,3.8889033794403076
909,1508,128,7.268163204193115
910,256,32,3.823617935180664
911,1460,128,3.9957733154296875
912,2368,256,4.200013160705566
913,1680,128,3.613450288772583
914,936,64,3.5628256797790527
915,1144,128,3.821230173110962
916,1480,128,4.1869354248046875
917,492,64,3.7671003341674805
918,720,64,3.7637970447540283
919,972,64,3.7664899826049805
920,1068,128,9.982797622680664
921,1364,128,3.9768378734588623
922,952,64,3.725545883178711
923,560,64,3.5492961406707764
924,808,64,3.6565704345703125
925,2048,256,3.927534341812134
926,556,64,3.897231340408325
927,1668,128,4.056571960449219
928,944,128,9.0123929977417
929,656,64,4.036164283752441
930,744,64,3.7138359546661377
931,760,64,5.568132400512695
932,484,64,3.5653367042541504
933,656,64,3.895327091217041
934,564,64,4.131425857543945
935,1864,128,4.0988006591796875
936,1468,128,3.995422840118408
937,1172,128,3.7111876010894775
938,1160,128,4.034809589385986
939,580,64,3.591181755065918
940,1072,128,9.064215660095215
941,904,64,4.731851577758789
942,1144,128,6.217621326446533
943,1116,128,4.093692302703857
944,1384,128,3.8039209842681885
945,1116,128,3.651700258255005
946,616,64,4.093113899230957
947,1420,128,3.8218040466308594
948,1508,128,4.269180774688721
949,668,64,3.5832128524780273
950,1552,128,3.671102285385132
