Episode,Total Reward,Max Value,Loss
0,286.1694640322254,128,11.41317081451416
1,208.86798489672253,64,11.860528945922852
2,309.11787166573,128,14.565749168395996
3,232.14746733674784,128,5.088908672332764
4,294.9688291761517,128,7.977769374847412
5,347.913517741693,128,6.754635810852051
6,107.42555971193498,32,3.4118258953094482
7,98.25206139866239,32,3.108670711517334
8,175.52580925970227,64,2.790412187576294
9,310.64513191399533,128,4.0629706382751465
10,184.2587091868718,64,2.1582436561584473
11,405.94972469444656,256,5.108011245727539
12,142.95602197351897,64,2.153230667114258
13,319.4856286306916,128,2.6870713233947754
14,279.95729109257184,128,2.5918867588043213
15,298.57881410534,128,2.350937604904175
16,194.88524924250183,64,2.0765864849090576
17,146.80959857349575,32,1.5736122131347656
18,124.84346848193316,32,1.420868992805481
19,375.8483964779684,128,2.381054162979126
20,505.4362450827206,256,4.4713592529296875
21,379.673411112253,256,4.611475944519043
22,548.4031840019426,256,3.128765821456909
23,317.3670496220956,128,3.5708236694335938
24,179.19301887620466,64,2.539428949356079
25,162.43065981367636,64,2.3254003524780273
26,337.21646813158384,128,2.2847135066986084
27,101.82959312965747,32,1.9234519004821777
28,382.6020557495551,128,2.5602707862854004
29,259.1852491869454,128,1.9852428436279297
30,128.89081718380655,64,2.1370961666107178
31,218.76717569463034,64,1.5891332626342773
32,312.5187043046073,128,2.666161298751831
33,262.435108849137,128,3.5910747051239014
34,295.8463795584096,128,3.216062307357788
35,286.3190963270536,128,2.96834397315979
36,301.87741256267543,128,3.6905641555786133
37,297.2882796555451,128,2.511948585510254
38,388.7594786146423,128,3.8646321296691895
39,297.8769291395236,128,2.8040101528167725
40,179.1017259723718,64,2.040778160095215
41,319.53348359953725,128,3.2839338779449463
42,195.640567621327,64,2.999643564224243
43,241.3095795016532,64,2.93548321723938
44,223.8983696942075,64,1.8025562763214111
45,263.6144433485326,128,2.0679855346679688
46,233.78771114250694,64,1.9208455085754395
47,271.0353441517927,128,1.7544890642166138
48,156.45301019059673,64,2.0430877208709717
49,279.5103706192596,128,2.213097095489502
50,280.29683081455886,128,3.197453737258911
51,261.5049206308616,128,1.9039876461029053
52,148.27328947576953,64,2.0444858074188232
53,327.84958657133166,128,2.768984317779541
54,212.10433174268695,128,3.569098711013794
55,249.8088853517352,128,2.077711820602417
56,171.93629219784737,64,2.3210837841033936
57,296.14827952350237,128,2.384615421295166
58,288.5626250345261,128,2.5135765075683594
59,316.7874314707563,128,2.4962642192840576
60,203.29097966332367,128,2.5412192344665527
61,199.7137040170657,64,1.883998990058899
62,216.0271023976447,64,2.5436487197875977
63,174.1047968501077,64,2.443046808242798
64,106.94399198561015,32,2.214001417160034
65,177.51614994355177,64,2.4811973571777344
66,233.01901862909045,128,2.8661108016967773
67,112.25909906711958,32,1.6724900007247925
68,288.6518859389144,128,2.828031539916992
69,298.71373630071355,128,2.107041120529175
70,216.20730301476863,64,2.2112858295440674
71,212.18311886405343,64,1.9575117826461792
72,326.0323770574128,128,3.3079886436462402
73,215.68197529597313,64,2.0489118099212646
74,184.1108494146047,64,2.3162786960601807
75,180.95254971767818,64,1.676294207572937
76,503.7264588592999,256,3.0211315155029297
77,271.1166967967355,128,2.218905210494995
78,150.57645744630045,64,2.580282688140869
79,336.4185712292591,128,3.404700756072998
80,327.53851501472997,128,3.1924800872802734
81,152.0711931526442,64,2.49899959564209
82,181.6320643505502,64,1.6713908910751343
83,363.6915714419867,128,2.2180373668670654
84,181.59206448433878,64,1.891288161277771
85,265.14672687730643,128,2.4380881786346436
86,208.21653514584617,64,2.758645534515381
87,204.54117661355914,64,2.5773518085479736
88,183.68095496960197,64,1.808280348777771
89,148.0336456178772,64,1.4425511360168457
90,258.25891063611454,128,1.996206283569336
91,121.56799766662726,32,1.461015224456787
92,131.85541985395733,64,1.6121165752410889
93,240.45817258443444,128,1.8776572942733765
94,207.44933117106453,64,2.2080183029174805
95,229.56095172954699,64,3.1463875770568848
96,288.40547298284457,128,1.9033191204071045
97,261.95198525638665,128,2.061371326446533
98,244.73789462286933,64,2.182398557662964
99,276.46873628706084,128,2.0207793712615967
100,103.40335280597006,32,2.1784708499908447
101,187.99807229003866,64,2.0738704204559326
102,511.888082021114,256,2.5336265563964844
103,257.1685736025273,128,3.1485989093780518
104,288.9372926427439,128,2.0948646068573
105,123.95160046979014,64,2.12404727935791
106,285.88559476807455,128,2.5189261436462402
107,272.6553778334374,128,3.5985169410705566
108,294.7440191102344,128,2.358322858810425
109,324.7609535115415,128,1.9981905221939087
110,222.2277929370528,64,1.7711706161499023
111,152.60352335546585,64,1.588525652885437
112,126.18762137312335,32,1.401607871055603
113,370.2875264853402,256,2.2181923389434814
114,213.41849251056158,128,2.0242950916290283
115,187.5393863838545,64,1.6607033014297485
116,210.38680084895586,64,1.478373646736145
117,331.33044241526636,128,2.178494691848755
118,88.01495083220499,32,1.4900156259536743
119,141.81233252265454,64,1.2547688484191895
120,242.80113234776016,64,2.7377688884735107
121,298.92109959399147,128,1.2156622409820557
122,144.15774814345943,64,1.5453009605407715
123,229.5091422649033,64,1.6442257165908813
124,315.2010265512092,128,2.3969011306762695
125,306.868873287723,128,1.996526837348938
126,286.63179549194876,128,1.9495656490325928
127,230.8624613141232,128,1.451523780822754
128,238.336989525041,128,1.9119818210601807
129,170.37211561748703,64,2.0579192638397217
130,171.7663138290021,64,1.3093217611312866
131,197.26592013448,64,1.5137077569961548
132,138.12136679803285,64,1.9492974281311035
133,282.32435606964225,128,1.6791232824325562
134,116.53576147320604,32,1.3856394290924072
135,205.84182188626554,64,1.4781771898269653
136,169.80067265110108,64,1.7503193616867065
137,382.69669864762506,256,1.686443567276001
138,221.04168350727463,64,1.7481616735458374
139,244.86074063157193,128,1.958676815032959
140,159.44413844040457,64,1.6253844499588013
141,157.75679718058248,64,1.1748905181884766
142,147.7954634791598,64,1.2259142398834229
143,483.9423182303738,256,2.2178518772125244
144,89.77810650036517,32,1.0843843221664429
145,217.80765596503406,128,1.4471697807312012
146,172.7210086605537,64,1.1674948930740356
147,242.73416724892448,128,1.5869590044021606
148,232.22971801011317,128,1.0969059467315674
149,82.97062841790341,16,1.1164231300354004
150,273.338144007289,128,1.4337760210037231
151,259.6467210533855,128,1.7887837886810303
152,156.3010997111421,64,1.1323989629745483
153,221.64287262604938,128,1.494940161705017
154,131.8097533683102,64,1.0340766906738281
155,359.34117332998096,128,1.7237299680709839
156,132.9337635589299,64,1.3985950946807861
157,214.77357375226893,64,1.2405935525894165
158,185.44288667005614,64,1.6135808229446411
159,362.3297226166086,256,1.5936743021011353
160,278.5205101131543,128,1.5105862617492676
161,277.5465734146393,128,1.1451669931411743
162,223.76969031690507,64,1.470631718635559
163,320.63952207920727,128,1.3845754861831665
164,199.3044287817503,128,1.362141489982605
165,484.9116951642958,256,1.9402679204940796
166,127.81973229645043,32,1.15339195728302
167,153.34816675051627,64,1.664072036743164
168,246.8090978864958,128,1.5249438285827637
169,175.65010751730458,64,1.587125301361084
170,277.21742670842445,128,1.3796805143356323
171,177.3979439829673,64,1.2477575540542603
172,178.65088772913006,64,1.09098219871521
173,280.7370850516196,128,1.3992241621017456
174,72.28655493614433,32,0.8803383708000183
175,243.37282487207327,64,1.4400008916854858
176,131.26999132751772,64,1.048419713973999
177,178.10971623739422,64,1.2856990098953247
178,201.56478147532422,128,1.8275521993637085
179,308.60037485643676,128,1.323777437210083
180,118.83562025371342,32,1.083876371383667
181,280.6166576242287,128,1.6623014211654663
182,158.70194061101387,64,1.1013158559799194
183,259.7427227105339,128,1.2787631750106812
184,126.31573226734537,64,1.0666886568069458
185,580.6048098719974,512,1.8706562519073486
186,162.00358367727068,64,1.1702386140823364
187,246.70224049432662,128,0.9903305172920227
188,197.33538645923366,64,1.0812158584594727
189,186.44229713950486,128,1.4142882823944092
190,189.11582081260164,64,1.2739434242248535
191,129.97792968880088,64,1.0088343620300293
192,145.78458843642827,64,0.9210067391395569
193,231.43921530380683,128,1.492002010345459
194,239.82355358501727,128,1.4565972089767456
195,103.9042210299824,64,0.91715008020401
196,223.79787088540135,128,1.1740670204162598
197,249.7641636334984,128,1.5473108291625977
198,155.13313629074193,128,0.8899636268615723
199,168.5143769217257,64,1.1466070413589478
200,249.43134347287236,128,1.3026230335235596
201,202.85576982392809,64,1.1065740585327148
202,117.1089066085045,64,0.8042523264884949
203,187.66505689745597,64,1.2532873153686523
204,283.51722586268073,128,1.3786593675613403
205,174.35686366007403,128,0.9098316431045532
206,126.08502326136247,64,1.0594618320465088
207,153.78616305695442,32,1.0555870532989502
208,125.25898357428287,64,1.342221975326538
209,359.2371489029536,256,1.6029796600341797
210,239.6998193612753,128,1.2923905849456787
211,195.26890984555664,128,0.9242700934410095
212,175.13437910729166,64,0.9024677872657776
213,258.1260119094759,128,1.523413062095642
214,113.50061388478598,32,0.7436836361885071
215,197.18997871653616,128,1.0848020315170288
216,219.32861112036585,128,1.153599739074707
217,170.97034583930565,64,0.7934656739234924
218,174.71430195668393,128,1.0116556882858276
219,192.63256061023603,128,1.091310977935791
220,133.02674307765028,32,0.8756940960884094
221,80.06376794806316,32,0.7402679920196533
222,104.18821392238085,32,0.7509716749191284
223,387.3687653830277,256,1.6031606197357178
224,164.6322165979638,64,0.8677533864974976
225,90.9468942261546,64,0.9842808842658997
226,282.6862867832543,128,1.258442759513855
227,252.682088431855,128,1.1057426929473877
228,198.0698282327512,128,1.0210598707199097
229,209.3819188966026,128,0.9827824234962463
230,158.40668527837542,64,0.8058550953865051
231,216.12141929119318,256,1.068244218826294
232,206.98627198590415,128,0.864072322845459
233,271.2587008006458,256,1.0867453813552856
234,131.3052096639,64,0.7851563692092896
235,147.236416240811,64,1.0765880346298218
236,147.65618560675492,64,0.9090061783790588
237,212.05912512198688,128,1.0224745273590088
238,126.69704406265174,64,0.7800456285476685
239,164.46053689850245,128,1.1272047758102417
240,194.26038468738633,128,1.0219378471374512
241,178.30623191610275,64,0.8111976981163025
242,241.485930892717,128,0.9845107197761536
243,196.68009931132818,128,1.104844093322754
244,178.94350568048088,128,0.8516148924827576
245,160.01460646035574,128,1.27933669090271
246,197.68502707795042,128,1.0213299989700317
247,188.04149542303054,64,0.7567613124847412
248,196.02778400969888,128,0.7529175877571106
249,153.3694631554396,64,1.2451200485229492
250,133.37086187541044,64,0.7314841151237488
251,132.14484421724674,128,0.8179355263710022
252,74.03548540823371,32,0.5919641852378845
253,93.81011875993329,128,1.2186148166656494
254,228.29504478509259,128,0.8951539993286133
255,165.8882881685984,128,0.6672053337097168
256,136.22222684313442,64,0.9693851470947266
257,137.19296329684406,64,0.8670021891593933
258,130.5936158342279,64,1.0771292448043823
259,70.44762328762165,64,0.7648031115531921
260,180.11742623241307,128,1.0760431289672852
261,217.8459326411482,128,0.6948176622390747
262,130.140759191789,64,0.8906976580619812
263,151.24574934360038,64,0.7196996212005615
264,155.70951118309378,128,0.7306457757949829
265,155.73084653878422,64,0.7670456767082214
266,127.62059810398654,64,0.5920904278755188
267,320.7596739534481,256,0.9395742416381836
268,68.50642854224763,128,0.8820471167564392
269,119.92920046246043,32,0.6151968240737915
270,151.0125959823874,64,0.753609836101532
271,30.38420098723259,64,0.6240854859352112
272,95.26669929592013,64,0.6735801100730896
273,174.38391510081635,64,0.7260205149650574
274,48.93758068798651,128,0.6876280307769775
275,108.84229370852385,64,0.9465852975845337
276,-34.37536742304327,128,0.7011914253234863
277,51.89379723254691,32,0.6738804578781128
278,130.03174282377995,128,0.9750223755836487
279,-82.81107340377696,128,0.7340632081031799
280,38.0595913903133,128,0.6396536827087402
281,174.55301810133017,128,0.8208754658699036
282,224.62323657752813,128,1.0491585731506348
283,82.43790080783904,32,0.58165043592453
284,177.26053869009235,64,0.7348190546035767
285,46.086638619229035,64,0.6048077344894409
286,50.55931430889184,128,0.7185145020484924
287,142.70327093261596,64,0.6200715899467468
288,101.13432109396146,64,0.77972811460495
289,175.29367499315455,64,0.7812191843986511
290,156.87928607685316,64,0.5611985325813293
291,-120.11124306185641,128,0.7783586978912354
292,80.10920166502153,64,0.5933139324188232
293,87.71206328158635,32,0.5552242994308472
294,47.66277336273863,128,0.6735485792160034
295,200.41327702407278,128,0.582671046257019
296,0.43199427875436713,64,0.5745462775230408
297,-92.19742818869499,128,0.8440898656845093
298,190.1368701801758,128,0.6238669157028198
299,127.71539557465694,128,0.6211257576942444
300,230.97551162288173,128,0.6979824900627136
301,56.20097946233875,128,0.6837222576141357
302,165.80312282651835,128,0.6947996616363525
303,89.40442614888629,64,0.5083845853805542
304,285.05263772569504,128,0.6397857069969177
305,109.69020635295979,128,0.7443118691444397
306,86.86877706146743,64,0.5858376622200012
307,239.51870676516188,128,0.6769408583641052
308,-20.548045285110394,32,0.6592866778373718
309,132.9209794935454,128,0.5964802503585815
310,43.32750805109194,64,0.5767377018928528
311,165.35914583079676,128,0.6482437252998352
312,56.4662522310947,128,0.5736771821975708
313,87.62413887840322,32,0.462875097990036
314,-44.47911106544544,32,0.4986404478549957
315,10.120417586657513,64,0.6203649044036865
316,28.637362696671396,64,0.5488850474357605
317,68.82417544366037,32,0.6179786920547485
318,90.29869319842844,64,0.6145662069320679
319,91.62880866960786,128,0.7094463109970093
320,-143.1589492344965,32,0.4724254310131073
321,97.30139491481744,64,0.5145939588546753
322,-83.7963312596589,128,0.6021347045898438
323,107.18909704807234,64,0.5302190184593201
324,115.92222208928771,64,0.5113974809646606
325,-168.28404090494803,256,0.7960509061813354
326,21.807616285432104,128,0.5313619375228882
327,-165.84786540563857,256,0.6089524030685425
328,-61.71409362755495,128,0.542155921459198
329,-138.86489337254997,128,0.6076145768165588
330,64.7341467353117,128,0.4789016544818878
331,-14.592436446213018,64,0.5717428922653198
332,95.70452142692955,128,0.44911080598831177
333,72.14478944325408,32,0.4315309226512909
334,92.401980258545,128,0.48042795062065125
335,-16.903820024163963,128,0.49256759881973267
336,0.9441505132318291,64,0.5040557384490967
337,54.46124872696741,128,0.5271512269973755
338,-45.347038124915194,64,0.5260453820228577
339,-157.0198734345414,128,0.5213877558708191
340,120.8861555585666,128,0.5363430976867676
341,43.91306930384017,64,0.5019826889038086
342,22.60584945202912,32,0.43136119842529297
343,-25.135178441212,64,0.44892048835754395
344,-321.54751884915294,256,0.6109093427658081
345,68.31401326052988,128,0.48850756883621216
346,-10.04027441091422,64,0.5075168609619141
347,2.7669555152872225,256,0.5672239065170288
348,-198.45725536522585,64,0.48837581276893616
349,6.253703099886003,128,0.5530551075935364
350,-47.48032280178036,128,0.5592297911643982
351,-2.812844987916577,128,0.5352339148521423
352,122.44660219601258,64,0.44925251603126526
353,-129.19477465017312,128,0.4895491600036621
354,-160.43320836410766,32,0.4098212420940399
355,70.0597578239079,32,0.39704301953315735
356,23.382244531482637,32,0.46634534001350403
357,-209.02534243400672,256,0.607740044593811
358,-451.7362806665446,128,0.5637418627738953
359,-383.6439828116024,128,0.5762519240379333
360,-516.1291533270085,128,0.5327991843223572
361,-236.31164304679598,256,0.5790261626243591
362,-531.1307921843286,64,0.43582963943481445
363,77.649665347209,64,0.500836968421936
364,-235.9862011675005,64,0.4652559459209442
365,-321.5591359003204,128,0.5563795566558838
366,-81.37299385911487,64,0.48697176575660706
367,-206.49216942566983,128,0.5452674031257629
368,-398.33730895799454,256,0.5048142075538635
369,-1006.0381743432489,256,0.640358567237854
370,-18.79143156322497,64,0.47237029671669006
371,-57.04019117165388,32,0.38866180181503296
372,-372.8987432867781,64,0.5774685740470886
373,-231.77940028507004,64,0.5316861271858215
374,-149.8338047369919,256,0.5238322019577026
375,-412.5962637364298,128,0.45330196619033813
376,-327.2395873140234,32,0.4790154695510864
377,-55.515906786624534,256,0.48761290311813354
378,92.45650297095698,128,0.4319594204425812
379,-315.76361664995324,128,0.4708148241043091
380,-75.42872329216438,64,0.34579578042030334
381,65.04313135904125,128,0.4459550976753235
382,-677.3543889343524,64,0.4882538318634033
383,-253.0291742625602,128,0.4644186198711395
384,-146.9095657601084,64,0.40709587931632996
385,-213.97178571213044,128,0.48669174313545227
386,-76.61401430075422,64,0.37651026248931885
387,-360.43607746329633,128,0.456762433052063
388,-63.32534972735358,128,0.3881480097770691
389,-227.01617592587849,64,0.5763708353042603
390,-276.2701269384639,128,0.4494253098964691
391,-231.9975267268375,128,0.44134554266929626
392,-438.9865655094349,128,0.5141700506210327
393,-371.6332155443015,64,0.44378405809402466
394,-739.2132478282898,256,0.5414476990699768
395,-589.5894286589253,64,0.47075119614601135
396,-206.44095202659855,128,0.4340534210205078
397,-373.1697113553888,64,0.545261561870575
398,-53.773772730784884,64,0.413465291261673
399,-116.14371096219078,64,0.4372268617153168
400,-261.5123910995076,64,0.40575024485588074
401,-294.2894666454699,32,0.4213066101074219
402,-345.4924716915601,64,0.3885956108570099
403,-693.1596474532398,64,0.489261656999588
404,-266.31727893545525,128,0.37500232458114624
405,-62.43436013850067,64,0.3651641011238098
406,-488.8436862028584,256,0.5980398654937744
407,-313.96484782827474,128,0.42898091673851013
408,-126.34947794585814,64,0.44434401392936707
409,-584.0467021667516,64,0.5239658951759338
410,28.291343396510783,64,0.3573401868343353
411,-825.6367336021349,128,0.4571002125740051
412,-81.71204561834939,64,0.4140104353427887
413,-393.93815808134184,128,0.4405519962310791
414,-222.48269241302143,128,0.3703448474407196
415,-931.1824827220855,128,0.44996967911720276
416,-975.8504934890742,128,0.47402408719062805
417,-425.33698580427966,64,0.4374929666519165
418,-688.7311982224643,128,0.5954093933105469
419,-656.4524715714747,64,0.4243236780166626
420,-175.22608190044704,64,0.3446221947669983
421,-550.0370862836621,128,0.4762008488178253
422,-231.305782810504,128,0.3770765960216522
423,-452.987691387933,128,0.4183528423309326
424,-364.1585560978014,64,0.43454867601394653
425,-255.2420742686922,128,0.423573762178421
426,-893.8497339494407,128,0.43315616250038147
427,-1027.2633623062734,128,0.4302942752838135
428,-557.2528102241693,64,0.531050443649292
429,-520.1142492454302,128,0.4128836691379547
430,-1396.3743930148096,128,0.5551807284355164
431,115.96849576389903,64,0.3808020353317261
432,-274.2179790526241,128,0.43445608019828796
433,-575.3616837968698,128,0.3984713852405548
434,-1242.8269518309544,128,0.49089983105659485
435,-1547.3922983228774,128,0.5337808728218079
436,-1414.1306923304162,128,0.4695742726325989
437,-301.30368568412314,64,0.4076254367828369
438,-403.66880570397467,64,0.37041303515434265
439,-836.1628262615194,128,0.45863017439842224
440,-140.79732813821005,32,0.3843267261981964
441,-1672.8790293625407,256,0.46453893184661865
442,-464.4792692592366,128,0.41787877678871155
443,-666.7127351358098,64,0.36746376752853394
444,-238.46673125414864,64,0.4131963551044464
445,-213.8451084202841,128,0.40250372886657715
446,-1283.1896693927006,128,0.5183992981910706
447,-671.3876358867657,128,0.4096323251724243
448,-549.7808526372978,64,0.4296184182167053
449,-245.51496533315446,32,0.42186787724494934
450,-652.2325929975406,256,0.43286582827568054
451,-764.1515163700761,128,0.4298335313796997
452,-201.6315468811952,128,0.3990820646286011
453,-421.69481124027374,128,0.41064921021461487
454,-930.5952674418327,64,0.5392057299613953
455,-1126.204247471865,128,0.5105041861534119
