Episode,Action,Legal Moves,Q-Values,Reward,Total Reward,State,Next State,Done
0,0,3,"[0, 1, 2, 3]","[1.544066309928894, -0.502234697341919, 0.6053981184959412, -1.7475700378417969]",1.0,96.89999999999996,"[[ 2  0  8  8]
 [ 0  0 64  2]
 [ 2  4  8  8]
 [ 4 32  4  4]]","[[ 0  0  8  8]
 [ 2  0 64  2]
 [ 4  4  8  8]
 [ 4 32  4  4]]",False
0,0,0,"[0, 1, 2, 3]","[1.5568865537643433, -0.5212342739105225, 0.6034422516822815, -1.8011841773986816]",5.4,102.29999999999997,"[[ 0  0  8  8]
 [ 2  0 64  2]
 [ 4  4  8  8]
 [ 4 32  4  4]]","[[16  0  0  0]
 [ 2 64  2  0]
 [ 8 16  0  0]
 [ 4 32  8  2]]",False
0,0,0,"[1, 2, 3]","[1.0485326051712036, 0.31322216987609863, 0.2304859161376953, -1.103132963180542]",-1,101.29999999999997,"[[16  0  0  0]
 [ 2 64  2  0]
 [ 8 16  0  0]
 [ 4 32  8  2]]","[[16  0  0  0]
 [ 2 64  2  0]
 [ 8 16  0  0]
 [ 4 32  8  2]]",False
0,0,0,"[1, 2, 3]","[1.0485326051712036, 0.31322216987609863, 0.2304859161376953, -1.103132963180542]",-1,100.29999999999997,"[[16  0  0  0]
 [ 2 64  2  0]
 [ 8 16  0  0]
 [ 4 32  8  2]]","[[16  0  0  0]
 [ 2 64  2  0]
 [ 8 16  0  0]
 [ 4 32  8  2]]",False
0,0,1,"[1, 2, 3]","[1.0485326051712036, 0.31322216987609863, 0.2304859161376953, -1.103132963180542]",0.6000000000000001,100.89999999999996,"[[16  0  0  0]
 [ 2 64  2  0]
 [ 8 16  0  0]
 [ 4 32  8  2]]","[[16 64  2  2]
 [ 2 16  8  2]
 [ 8 32  0  0]
 [ 4  0  0  0]]",False
0,0,3,"[0, 1, 2, 3]","[1.3536182641983032, -0.17127251625061035, 0.19554390013217926, -1.2794536352157593]",1.0,101.89999999999996,"[[16 64  2  2]
 [ 2 16  8  2]
 [ 8 32  0  0]
 [ 4  0  0  0]]","[[16  0  0  0]
 [ 2 64  0  0]
 [ 8 16  2  2]
 [ 4 32  8  4]]",False
0,0,0,"[0, 1, 2]","[1.0896514654159546, 0.3437734842300415, 0.26294469833374023, -1.117187261581421]",1.0,102.89999999999996,"[[16  0  0  0]
 [ 2 64  0  0]
 [ 8 16  2  2]
 [ 4 32  8  4]]","[[16  2  0  0]
 [ 2 64  0  0]
 [ 8 16  4  0]
 [ 4 32  8  4]]",False
0,0,3,"[1, 2]","[1.1001039743423462, 0.3499026298522949, 0.26265716552734375, -1.1160805225372314]",-1,101.89999999999996,"[[16  2  0  0]
 [ 2 64  0  0]
 [ 8 16  4  0]
 [ 4 32  8  4]]","[[16  2  0  0]
 [ 2 64  0  0]
 [ 8 16  4  0]
 [ 4 32  8  4]]",False
0,0,0,"[1, 2]","[1.1001039743423462, 0.3499026298522949, 0.26265716552734375, -1.1160805225372314]",-1,100.89999999999996,"[[16  2  0  0]
 [ 2 64  0  0]
 [ 8 16  4  0]
 [ 4 32  8  4]]","[[16  2  0  0]
 [ 2 64  0  0]
 [ 8 16  4  0]
 [ 4 32  8  4]]",False
0,0,2,"[1, 2]","[1.1001039743423462, 0.3499026298522949, 0.26265716552734375, -1.1160805225372314]",0.6000000000000001,101.49999999999996,"[[16  2  0  0]
 [ 2 64  0  0]
 [ 8 16  4  0]
 [ 4 32  8  4]]","[[ 0  2 16  2]
 [ 0  0  2 64]
 [ 0  8 16  4]
 [ 4 32  8  4]]",False
0,0,2,"[0, 1, 3]","[0.7498299479484558, -0.4341796636581421, -0.09156645834445953, -1.5081607103347778]",-1,100.49999999999996,"[[ 0  2 16  2]
 [ 0  0  2 64]
 [ 0  8 16  4]
 [ 4 32  8  4]]","[[ 0  2 16  2]
 [ 0  0  2 64]
 [ 0  8 16  4]
 [ 4 32  8  4]]",False
0,0,1,"[0, 1, 3]","[0.7498299479484558, -0.4341796636581421, -0.09156645834445953, -1.5081607103347778]",1.4000000000000001,101.89999999999996,"[[ 0  2 16  2]
 [ 0  0  2 64]
 [ 0  8 16  4]
 [ 4 32  8  4]]","[[ 4  2 16  2]
 [ 0  8  2 64]
 [ 0 32 16  8]
 [ 0  2  8  0]]",False
0,0,2,"[0, 2, 3]","[1.4428980350494385, -1.2754288911819458, 0.3242507576942444, -2.147216558456421]",0.6000000000000001,102.49999999999996,"[[ 4  2 16  2]
 [ 0  8  2 64]
 [ 0 32 16  8]
 [ 0  2  8  0]]","[[ 4  2 16  2]
 [ 0  8  2 64]
 [ 2 32 16  8]
 [ 0  0  2  8]]",False
0,0,1,"[0, 1, 3]","[1.3166464567184448, -0.89434814453125, 0.3246787190437317, -1.891790509223938]",2.2,104.69999999999996,"[[ 4  2 16  2]
 [ 0  8  2 64]
 [ 2 32 16  8]
 [ 0  0  2  8]]","[[ 4  2 16  2]
 [ 2  8  2 64]
 [ 2 32 16 16]
 [ 0  0  2  0]]",False
0,0,0,"[0, 1, 2, 3]","[1.4405529499053955, -1.1672680377960205, 0.33884739875793457, -2.1397316455841064]",3.8000000000000003,108.49999999999996,"[[ 4  2 16  2]
 [ 2  8  2 64]
 [ 2 32 16 16]
 [ 0  0  2  0]]","[[ 4  2 16  2]
 [ 2  8  2 64]
 [ 2 32 32  2]
 [ 2  0  0  0]]",False
0,0,3,"[0, 1, 2, 3]","[1.4180079698562622, -1.3498224020004272, 0.22520923614501953, -2.0084524154663086]",1.0,109.49999999999996,"[[ 4  2 16  2]
 [ 2  8  2 64]
 [ 2 32 32  2]
 [ 2  0  0  0]]","[[ 2  0  0  0]
 [ 4  2 16  2]
 [ 2  8  2 64]
 [ 4 32 32  2]]",False
0,0,1,"[0, 1, 2]","[2.1222898960113525, 0.5026882886886597, 0.8492892980575562, -1.839126706123352]",0.6000000000000001,110.09999999999995,"[[ 2  0  0  0]
 [ 4  2 16  2]
 [ 2  8  2 64]
 [ 4 32 32  2]]","[[ 2  2 16  2]
 [ 4  8  2 64]
 [ 2 32 32  2]
 [ 4  2  0  0]]",False
0,0,1,"[0, 2, 3]","[1.4767814874649048, -1.3694738149642944, 0.2842678427696228, -2.043149471282959]",-1,109.09999999999995,"[[ 2  2 16  2]
 [ 4  8  2 64]
 [ 2 32 32  2]
 [ 4  2  0  0]]","[[ 2  2 16  2]
 [ 4  8  2 64]
 [ 2 32 32  2]
 [ 4  2  0  0]]",False
0,0,2,"[0, 2, 3]","[1.4767814874649048, -1.3694738149642944, 0.2842678427696228, -2.043149471282959]",7.4,116.49999999999996,"[[ 2  2 16  2]
 [ 4  8  2 64]
 [ 2 32 32  2]
 [ 4  2  0  0]]","[[ 4  4 16  2]
 [ 4  8  2 64]
 [ 0  2 64  2]
 [ 0  0  4  2]]",False
0,0,1,"[0, 1, 2, 3]","[1.8702908754348755, -1.3771023750305176, 0.03323012590408325, -2.24790358543396]",1.8,118.29999999999995,"[[ 4  4 16  2]
 [ 4  8  2 64]
 [ 0  2 64  2]
 [ 0  0  4  2]]","[[ 8  4 16  2]
 [ 0  8  2 64]
 [ 4  2 64  4]
 [ 0  0  4  0]]",False
0,0,3,"[0, 1, 2, 3]","[1.987410068511963, -1.3540990352630615, -0.022090375423431396, -2.3276429176330566]",0.6000000000000001,118.89999999999995,"[[ 8  4 16  2]
 [ 0  8  2 64]
 [ 4  2 64  4]
 [ 0  0  4  0]]","[[ 2  0 16  0]
 [ 0  4  2  2]
 [ 8  8 64 64]
 [ 4  2  4  4]]",False
0,0,0,"[0, 1, 2, 3]","[1.3839386701583862, 0.3356302082538605, 0.4100193381309509, -1.5345081090927124]",23.3,142.19999999999996,"[[ 2  0 16  0]
 [ 0  4  2  2]
 [ 8  8 64 64]
 [ 4  2  4  4]]","[[  2  16   0   0]
 [  4   4   0   0]
 [ 16 128   2   0]
 [  4   2   8   0]]",False
0,0,3,"[0, 1, 2]","[1.4861159324645996, -0.35992851853370667, -0.032641805708408356, -1.5928008556365967]",-1,141.19999999999996,"[[  2  16   0   0]
 [  4   4   0   0]
 [ 16 128   2   0]
 [  4   2   8   0]]","[[  2  16   0   0]
 [  4   4   0   0]
 [ 16 128   2   0]
 [  4   2   8   0]]",False
0,0,3,"[0, 1, 2]","[1.4861159324645996, -0.35992851853370667, -0.032641805708408356, -1.5928008556365967]",-1,140.19999999999996,"[[  2  16   0   0]
 [  4   4   0   0]
 [ 16 128   2   0]
 [  4   2   8   0]]","[[  2  16   0   0]
 [  4   4   0   0]
 [ 16 128   2   0]
 [  4   2   8   0]]",False
0,0,2,"[0, 1, 2]","[1.4861159324645996, -0.35992851853370667, -0.032641805708408356, -1.5928008556365967]",1.5,141.69999999999996,"[[  2  16   0   0]
 [  4   4   0   0]
 [ 16 128   2   0]
 [  4   2   8   0]]","[[  0   0   2  16]
 [  0   0   2   8]
 [  0  16 128   2]
 [  0   4   2   8]]",False
0,0,3,"[0, 1, 3]","[2.706479549407959, -0.36073145270347595, -0.06719076633453369, -2.168529510498047]",1.1,142.79999999999995,"[[  0   0   2  16]
 [  0   0   2   8]
 [  0  16 128   2]
 [  0   4   2   8]]","[[  0   0   0  16]
 [  2   0   4   8]
 [  0  16 128   2]
 [  0   4   2   8]]",False
0,0,3,"[0, 1, 2, 3]","[2.7425363063812256, -0.34888553619384766, -0.06049543619155884, -2.2210843563079834]",0.7000000000000001,143.49999999999994,"[[  0   0   0  16]
 [  2   0   4   8]
 [  0  16 128   2]
 [  0   4   2   8]]","[[  0   0   0  16]
 [  0   4   4   8]
 [  0  16 128   2]
 [  2   4   2   8]]",False
0,0,2,"[0, 1, 2]","[2.738771915435791, -0.38087987899780273, -0.08282470703125, -2.1922597885131836]",1.5,144.99999999999994,"[[  0   0   0  16]
 [  0   4   4   8]
 [  0  16 128   2]
 [  2   4   2   8]]","[[  0   0   0  16]
 [  0   0   8   8]
 [  2  16 128   2]
 [  2   4   2   8]]",False
0,0,1,"[0, 1, 2, 3]","[2.8268661499023438, -0.32681703567504883, -0.03430289030075073, -2.2310259342193604]",1.1,146.09999999999994,"[[  0   0   0  16]
 [  0   0   8   8]
 [  2  16 128   2]
 [  2   4   2   8]]","[[  4  16   8  16]
 [  0   4 128   8]
 [  0   0   2   2]
 [  0   0   2   8]]",False
0,0,2,"[0, 1, 2, 3]","[2.8813326358795166, -0.9039559364318848, 0.7853197455406189, -2.855973958969116]",1.1,147.19999999999993,"[[  4  16   8  16]
 [  0   4 128   8]
 [  0   0   2   2]
 [  0   0   2   8]]","[[  4  16   8  16]
 [  2   4 128   8]
 [  0   0   0   4]
 [  0   0   2   8]]",False
0,0,2,"[0, 1, 3]","[2.799063205718994, -0.8277730941772461, 0.7791022658348083, -2.791944742202759]",-1,146.19999999999993,"[[  4  16   8  16]
 [  2   4 128   8]
 [  0   0   0   4]
 [  0   0   2   8]]","[[  4  16   8  16]
 [  2   4 128   8]
 [  0   0   0   4]
 [  0   0   2   8]]",False
0,0,3,"[0, 1, 3]","[2.799063205718994, -0.8277730941772461, 0.7791022658348083, -2.791944742202759]",0.7000000000000001,146.89999999999992,"[[  4  16   8  16]
 [  2   4 128   8]
 [  0   0   0   4]
 [  0   0   2   8]]","[[  2   0   0  16]
 [  0   0   8   8]
 [  4  16 128   4]
 [  2   4   2   8]]",False
0,0,1,"[0, 1, 2, 3]","[2.9200048446655273, -0.27729177474975586, 0.0076323747634887695, -2.2544543743133545]",0.7000000000000001,147.5999999999999,"[[  2   0   0  16]
 [  0   0   8   8]
 [  4  16 128   4]
 [  2   4   2   8]]","[[  2  16   8  16]
 [  4   4 128   8]
 [  2   2   2   4]
 [  0   0   0   8]]",False
0,0,2,"[0, 2, 3]","[2.74242901802063, -0.9186935424804688, 0.7911429405212402, -2.839240550994873]",1.9,149.49999999999991,"[[  2  16   8  16]
 [  4   4 128   8]
 [  2   2   2   4]
 [  0   0   0   8]]","[[  2  16   8  16]
 [  0   8 128   8]
 [  0   2   4   4]
 [  2   0   0   8]]",False
0,0,1,"[0, 1, 2, 3]","[2.7655751705169678, -0.9621448516845703, 0.7438647747039795, -2.8108596801757812]",1.1,150.5999999999999,"[[  2  16   8  16]
 [  0   8 128   8]
 [  0   2   4   4]
 [  2   0   0   8]]","[[  4  16   8  16]
 [  0   8 128   8]
 [  4   2   4   4]
 [  0   0   0   8]]",False
0,0,1,"[0, 1, 2, 3]","[2.7769510746002197, -0.9241437911987305, 0.7119033932685852, -2.752523422241211]",1.5,152.0999999999999,"[[  4  16   8  16]
 [  0   8 128   8]
 [  4   2   4   4]
 [  0   0   0   8]]","[[  8  16   8  16]
 [  0   8 128   8]
 [  0   2   4   4]
 [  2   0   0   8]]",False
0,0,0,"[0, 1, 2, 3]","[2.82489013671875, -0.869023323059082, 0.7299105525016785, -2.731203079223633]",1.5,153.5999999999999,"[[  8  16   8  16]
 [  0   8 128   8]
 [  0   2   4   4]
 [  2   0   0   8]]","[[  8  16   8  16]
 [  8 128   8   0]
 [  2   8   2   0]
 [  2   8   0   0]]",False
0,0,2,"[1, 2, 3]","[2.0133161544799805, 0.15601438283920288, 0.07206002622842789, -2.441210985183716]",0.7000000000000001,154.2999999999999,"[[  8  16   8  16]
 [  8 128   8   0]
 [  2   8   2   0]
 [  2   8   0   0]]","[[  8  16   8  16]
 [  0   8 128   8]
 [  0   2   8   2]
 [  0   2   2   8]]",False
0,0,3,"[0, 1, 2, 3]","[2.968168258666992, -1.000518798828125, 0.7842738628387451, -2.920410633087158]",1.1,155.3999999999999,"[[  8  16   8  16]
 [  0   8 128   8]
 [  0   2   8   2]
 [  0   2   2   8]]","[[  4   0   8  16]
 [  0  16 128   8]
 [  0   8   8   2]
 [  8   4   2   8]]",False
0,0,3,"[0, 1, 2, 3]","[2.7847445011138916, -1.1219630241394043, 0.6618667244911194, -2.799330234527588]",0.7000000000000001,156.09999999999988,"[[  4   0   8  16]
 [  0  16 128   8]
 [  0   8   8   2]
 [  8   4   2   8]]","[[  0   0   8  16]
 [  4  16 128   8]
 [  4   8   8   2]
 [  8   4   2   8]]",False
0,0,3,"[0, 1, 2, 3]","[2.7657217979431152, -1.2673897743225098, 0.6257873773574829, -2.885929584503174]",1.5,157.59999999999988,"[[  0   0   8  16]
 [  4  16 128   8]
 [  4   8   8   2]
 [  8   4   2   8]]","[[  2   0   8  16]
 [  0  16 128   8]
 [  8   8   8   2]
 [  8   4   2   8]]",False
0,0,2,"[0, 1, 2, 3]","[2.801408529281616, -1.2189526557922363, 0.5845147967338562, -2.786207437515259]",2.3000000000000003,159.8999999999999,"[[  2   0   8  16]
 [  0  16 128   8]
 [  8   8   8   2]
 [  8   4   2   8]]","[[  2   2   8  16]
 [  0  16 128   8]
 [  0   8  16   2]
 [  8   4   2   8]]",False
0,0,2,"[0, 1, 2, 3]","[2.973749876022339, -1.316779613494873, 0.7644311189651489, -3.121906042098999]",1.1,160.9999999999999,"[[  2   2   8  16]
 [  0  16 128   8]
 [  0   8  16   2]
 [  8   4   2   8]]","[[  0   4   8  16]
 [  0  16 128   8]
 [  2   8  16   2]
 [  8   4   2   8]]",False
0,0,3,"[0, 1]","[2.9711313247680664, -1.363311767578125, 0.7406795620918274, -3.130969285964966]",-1,159.9999999999999,"[[  0   4   8  16]
 [  0  16 128   8]
 [  2   8  16   2]
 [  8   4   2   8]]","[[  0   4   8  16]
 [  0  16 128   8]
 [  2   8  16   2]
 [  8   4   2   8]]",False
0,0,0,"[0, 1]","[2.9711313247680664, -1.363311767578125, 0.7406795620918274, -3.130969285964966]",0.7000000000000001,160.69999999999987,"[[  0   4   8  16]
 [  0  16 128   8]
 [  2   8  16   2]
 [  8   4   2   8]]","[[  4   8  16   0]
 [ 16 128   8   2]
 [  2   8  16   2]
 [  8   4   2   8]]",False
0,0,3,"[1, 2, 3]","[2.096200704574585, 0.2328813076019287, 0.18493641912937164, -2.4708354473114014]",1.1,161.79999999999987,"[[  4   8  16   0]
 [ 16 128   8   2]
 [  2   8  16   2]
 [  8   4   2   8]]","[[  4   8  16   4]
 [ 16 128   8   0]
 [  2   8  16   4]
 [  8   4   2   8]]",False
0,0,1,"[1, 2, 3]","[2.0952320098876953, 0.234857439994812, 0.20651404559612274, -2.421841621398926]",1.5,163.29999999999987,"[[  4   8  16   4]
 [ 16 128   8   0]
 [  2   8  16   4]
 [  8   4   2   8]]","[[  4   8  16   8]
 [ 16 128   8   8]
 [  2   8  16   2]
 [  8   4   2   0]]",False
0,0,0,"[0, 1, 2, 3]","[2.379657506942749, 0.33189141750335693, 0.2614421248435974, -2.6258137226104736]",2.3000000000000003,165.59999999999988,"[[  4   8  16   8]
 [ 16 128   8   8]
 [  2   8  16   2]
 [  8   4   2   0]]","[[  4   8  16   8]
 [ 16 128  16   2]
 [  2   8  16   2]
 [  8   4   2   0]]",False
0,0,3,"[1, 2, 3]","[2.452543258666992, 0.37829816341400146, 0.3457411825656891, -2.6931540966033936]",4.3,169.8999999999999,"[[  4   8  16   8]
 [ 16 128  16   2]
 [  2   8  16   2]
 [  8   4   2   0]]","[[  4   8   2   0]
 [ 16 128  16   0]
 [  2   8  32   8]
 [  8   4   2   4]]",False
0,0,1,"[1, 2]","[2.624375104904175, 0.6296229958534241, 0.4078674018383026, -2.7738070487976074]",0.7000000000000001,170.59999999999988,"[[  4   8   2   0]
 [ 16 128  16   0]
 [  2   8  32   8]
 [  8   4   2   4]]","[[  4   8   2   8]
 [ 16 128  16   4]
 [  2   8  32   2]
 [  8   4   2   0]]",False
0,0,1,"[2, 3]","[2.841066598892212, 0.5009679794311523, 0.33912450075149536, -2.7390830516815186]",-1,169.59999999999988,"[[  4   8   2   8]
 [ 16 128  16   4]
 [  2   8  32   2]
 [  8   4   2   0]]","[[  4   8   2   8]
 [ 16 128  16   4]
 [  2   8  32   2]
 [  8   4   2   0]]",False
0,0,3,"[2, 3]","[2.841066598892212, 0.5009679794311523, 0.33912450075149536, -2.7390830516815186]",0.7000000000000001,170.29999999999987,"[[  4   8   2   8]
 [ 16 128  16   4]
 [  2   8  32   2]
 [  8   4   2   0]]","[[  4   8   2   2]
 [ 16 128  16   8]
 [  2   8  32   4]
 [  8   4   2   2]]",False
0,0,0,"[0, 2]","[2.7257208824157715, 0.614197850227356, 0.30666664242744446, -2.7094974517822266]",1.5,171.79999999999987,"[[  4   8   2   2]
 [ 16 128  16   8]
 [  2   8  32   4]
 [  8   4   2   2]]","[[  4   8   4   4]
 [ 16 128  16   8]
 [  2   8  32   4]
 [  8   4   4   0]]",False
0,0,1,"[0, 2, 3]","[2.7819955348968506, 0.5481252670288086, 0.322763592004776, -2.7523434162139893]",-1,170.79999999999987,"[[  4   8   4   4]
 [ 16 128  16   8]
 [  2   8  32   4]
 [  8   4   4   0]]","[[  4   8   4   4]
 [ 16 128  16   8]
 [  2   8  32   4]
 [  8   4   4   0]]",False
0,0,1,"[0, 2, 3]","[2.7819955348968506, 0.5481252670288086, 0.322763592004776, -2.7523434162139893]",-1,169.79999999999987,"[[  4   8   4   4]
 [ 16 128  16   8]
 [  2   8  32   4]
 [  8   4   4   0]]","[[  4   8   4   4]
 [ 16 128  16   8]
 [  2   8  32   4]
 [  8   4   4   0]]",False
0,0,0,"[0, 2, 3]","[2.7819955348968506, 0.5481252670288086, 0.322763592004776, -2.7523434162139893]",2.3000000000000003,172.09999999999988,"[[  4   8   4   4]
 [ 16 128  16   8]
 [  2   8  32   4]
 [  8   4   4   0]]","[[  4   8   8   0]
 [ 16 128  16   8]
 [  2   8  32   4]
 [  8   8   2   0]]",False
0,0,3,"[0, 1, 2, 3]","[2.76419734954834, 0.7052567005157471, 0.35228580236434937, -2.7215871810913086]",2.3000000000000003,174.3999999999999,"[[  4   8   8   0]
 [ 16 128  16   8]
 [  2   8  32   4]
 [  8   8   2   0]]","[[  4   0   8   2]
 [ 16   8  16   0]
 [  2 128  32   8]
 [  8  16   2   4]]",False
0,0,1,"[0, 1, 2, 3]","[2.034895896911621, -0.7647519111633301, 0.483916312456131, -2.4413866996765137]",0.7000000000000001,175.09999999999988,"[[  4   0   8   2]
 [ 16   8  16   0]
 [  2 128  32   8]
 [  8  16   2   4]]","[[  4   8   8   2]
 [ 16 128  16   8]
 [  2  16  32   4]
 [  8   0   2   2]]",False
0,0,2,"[0, 2, 3]","[2.696181058883667, 0.5262882709503174, 0.38930755853652954, -2.6710145473480225]",2.7,177.79999999999987,"[[  4   8   8   2]
 [ 16 128  16   8]
 [  2  16  32   4]
 [  8   0   2   2]]","[[  2   4  16   2]
 [ 16 128  16   8]
 [  2  16  32   4]
 [  0   0   8   4]]",False
0,0,1,"[0, 1, 3]","[2.6894924640655518, 0.21024250984191895, 0.44330891966819763, -2.915606737136841]",4.7,182.49999999999986,"[[  2   4  16   2]
 [ 16 128  16   8]
 [  2  16  32   4]
 [  0   0   8   4]]","[[  2   4  32   2]
 [ 16 128  32   8]
 [  2  16   8   8]
 [  0   0   0   2]]",False
0,0,2,"[0, 1, 2, 3]","[2.5112056732177734, 0.4837946891784668, 0.16476860642433167, -2.590257167816162]",2.3000000000000003,184.79999999999987,"[[  2   4  32   2]
 [ 16 128  32   8]
 [  2  16   8   8]
 [  0   0   0   2]]","[[  2   4  32   2]
 [ 16 128  32   8]
 [  0   2  16  16]
 [  0   0   4   2]]",False
0,0,3,"[0, 1, 2, 3]","[2.3140134811401367, 0.5612289905548096, 0.3398978114128113, -2.8462839126586914]",7.1000000000000005,191.89999999999986,"[[  2   4  32   2]
 [ 16 128  32   8]
 [  0   2  16  16]
 [  0   0   4   2]]","[[  2   0   0   2]
 [  0   4  64   8]
 [  2 128  16  16]
 [ 16   2   4   2]]",False
0,0,2,"[0, 1, 2, 3]","[2.312756299972534, -0.799619197845459, 0.20430073142051697, -2.896894693374634]",4.3,196.19999999999987,"[[  2   0   0   2]
 [  0   4  64   8]
 [  2 128  16  16]
 [ 16   2   4   2]]","[[  0   0   0   4]
 [  2   4  64   8]
 [  0   2 128  32]
 [ 16   2   4   2]]",False
0,0,3,"[0, 1, 3]","[3.8114330768585205, -1.18423330783844, 0.11162519454956055, -3.583899974822998]",1.1,197.29999999999987,"[[  0   0   0   4]
 [  2   4  64   8]
 [  0   2 128  32]
 [ 16   2   4   2]]","[[  0   0   0   4]
 [  0   2  64   8]
 [  2   4 128  32]
 [ 16   4   4   2]]",False
0,0,3,"[0, 1, 2, 3]","[3.8284401893615723, -1.0591944456100464, 0.1610090732574463, -3.521149158477783]",1.5,198.79999999999987,"[[  0   0   0   4]
 [  0   2  64   8]
 [  2   4 128  32]
 [ 16   4   4   2]]","[[  0   0   0   4]
 [  0   2  64   8]
 [  2   2 128  32]
 [ 16   8   4   2]]",False
0,0,1,"[0, 1, 2, 3]","[3.892805576324463, -1.136764645576477, 0.19917243719100952, -3.6256630420684814]",1.1,199.89999999999986,"[[  0   0   0   4]
 [  0   2  64   8]
 [  2   2 128  32]
 [ 16   8   4   2]]","[[  2   4  64   4]
 [ 16   8 128   8]
 [  2   0   4  32]
 [  0   0   0   2]]",False
0,0,0,"[0, 2, 3]","[3.0789880752563477, -0.7193421125411987, 0.8843055367469788, -3.0940701961517334]",0.7000000000000001,200.59999999999985,"[[  2   4  64   4]
 [ 16   8 128   8]
 [  2   0   4  32]
 [  0   0   0   2]]","[[  2   4  64   4]
 [ 16   8 128   8]
 [  2   4  32   0]
 [  2   0   2   0]]",False
0,0,1,"[0, 1, 2, 3]","[3.8857004642486572, -0.9759864807128906, 1.1795650720596313, -3.6798624992370605]",1.1,201.69999999999985,"[[  2   4  64   4]
 [ 16   8 128   8]
 [  2   4  32   0]
 [  2   0   2   0]]","[[  2   4  64   4]
 [ 16   8 128   8]
 [  4   4  32   2]
 [  0   0   2   0]]",False
0,0,0,"[0, 2, 3]","[3.810987710952759, -0.9649455547332764, 1.170444369316101, -3.6413557529449463]",1.5,203.19999999999985,"[[  2   4  64   4]
 [ 16   8 128   8]
 [  4   4  32   2]
 [  0   0   2   0]]","[[  2   4  64   4]
 [ 16   8 128   8]
 [  8  32   2   0]
 [  2   0   2   0]]",False
0,0,1,"[0, 1, 2, 3]","[3.204521656036377, -0.3698970079421997, 1.0485488176345825, -3.2938945293426514]",1.1,204.29999999999984,"[[  2   4  64   4]
 [ 16   8 128   8]
 [  8  32   2   0]
 [  2   0   2   0]]","[[  2   4  64   4]
 [ 16   8 128   8]
 [  8  32   4   0]
 [  2   0   2   0]]",False
0,0,1,"[0, 2, 3]","[3.2280027866363525, -0.39554327726364136, 1.0527290105819702, -3.326444387435913]",-1,203.29999999999984,"[[  2   4  64   4]
 [ 16   8 128   8]
 [  8  32   4   0]
 [  2   0   2   0]]","[[  2   4  64   4]
 [ 16   8 128   8]
 [  8  32   4   0]
 [  2   0   2   0]]",False
0,0,2,"[0, 2, 3]","[3.2280027866363525, -0.39554327726364136, 1.0527290105819702, -3.326444387435913]",1.1,204.39999999999984,"[[  2   4  64   4]
 [ 16   8 128   8]
 [  8  32   4   0]
 [  2   0   2   0]]","[[  2   4  64   4]
 [ 16   8 128   8]
 [  4   8  32   4]
 [  0   0   0   4]]",False
0,0,1,"[0, 1, 3]","[3.50268816947937, -0.9054867029190063, 1.1290456056594849, -3.488631248474121]",3.1,207.49999999999983,"[[  2   4  64   4]
 [ 16   8 128   8]
 [  4   8  32   4]
 [  0   0   0   4]]","[[  2   4  64   4]
 [ 16  16 128   8]
 [  4   0  32   8]
 [  2   0   0   0]]",False
0,0,0,"[0, 1, 2, 3]","[3.7418956756591797, -1.063380479812622, 1.0501409769058228, -3.6679301261901855]",3.9000000000000004,211.39999999999984,"[[  2   4  64   4]
 [ 16  16 128   8]
 [  4   0  32   8]
 [  2   0   0   0]]","[[  2   4  64   4]
 [ 32 128   8   0]
 [  4  32   8   2]
 [  2   0   0   0]]",False
0,0,3,"[1, 2, 3]","[3.0478029251098633, 0.8495166301727295, 0.8010047674179077, -2.730762481689453]",2.3000000000000003,213.69999999999985,"[[  2   4  64   4]
 [ 32 128   8   0]
 [  4  32   8   2]
 [  2   0   0   0]]","[[  2   0   0   0]
 [ 32   4   0   2]
 [  4 128  64   4]
 [  2  32  16   2]]",False
0,0,3,"[0, 1, 2]","[1.8067736625671387, -1.0845155715942383, 0.0656021237373352, -2.892280340194702]",-1,212.69999999999985,"[[  2   0   0   0]
 [ 32   4   0   2]
 [  4 128  64   4]
 [  2  32  16   2]]","[[  2   0   0   0]
 [ 32   4   0   2]
 [  4 128  64   4]
 [  2  32  16   2]]",False
0,0,1,"[0, 1, 2]","[1.8067736625671387, -1.0845155715942383, 0.0656021237373352, -2.892280340194702]",0.7000000000000001,213.39999999999984,"[[  2   0   0   0]
 [ 32   4   0   2]
 [  4 128  64   4]
 [  2  32  16   2]]","[[  2   4  64   2]
 [ 32 128  16   4]
 [  4  32   0   2]
 [  2   0   0   2]]",False
0,0,3,"[0, 1, 2, 3]","[2.915764570236206, 0.6700683236122131, 0.6231619715690613, -2.699979305267334]",1.1,214.49999999999983,"[[  2   4  64   2]
 [ 32 128  16   4]
 [  4  32   0   2]
 [  2   0   0   2]]","[[  2   2   0   0]
 [ 32   4   0   2]
 [  4 128  64   4]
 [  2  32  16   4]]",False
0,0,2,"[0, 1, 2, 3]","[1.8603591918945312, -1.0086612701416016, 0.08995643258094788, -2.885317802429199]",1.1,215.59999999999982,"[[  2   2   0   0]
 [ 32   4   0   2]
 [  4 128  64   4]
 [  2  32  16   4]]","[[  0   0   2   4]
 [  0  32   4   2]
 [  4 128  64   4]
 [  2  32  16   4]]",False
