Episode,Action,Legal Moves,Reward,Total Reward,State,Next State,Done,Ho salvato
0,0,3,"[0, 2, 3]",0,520,"[[ 8  4  8  2]
 [ 2 16 64  4]
 [64  4  0  2]
 [ 8  8  0  0]]","[[ 8  4  0  2]
 [ 2 16  0  2]
 [64  4  8  4]
 [ 8  8 64  2]]",False,True
0,0,2,"[0, 1, 2, 3]",16,536,"[[ 8  4  0  2]
 [ 2 16  0  2]
 [64  4  8  4]
 [ 8  8 64  2]]","[[ 0  8  4  2]
 [ 2  2 16  2]
 [64  4  8  4]
 [ 0 16 64  2]]",False,True
0,0,3,"[0, 1, 2, 3]",4,540,"[[ 0  8  4  2]
 [ 2  2 16  2]
 [64  4  8  4]
 [ 0 16 64  2]]","[[ 0  8  4  2]
 [ 0  2 16  4]
 [ 2  4  8  4]
 [64 16 64  2]]",False,True
0,0,1,"[0, 1, 3]",8,548,"[[ 0  8  4  2]
 [ 0  2 16  4]
 [ 2  4  8  4]
 [64 16 64  2]]","[[ 2  8  4  2]
 [64  2 16  8]
 [ 0  4  8  2]
 [ 2 16 64  0]]",False,True
0,0,0,"[0, 1, 2, 3]",0,548,"[[ 2  8  4  2]
 [64  2 16  8]
 [ 0  4  8  2]
 [ 2 16 64  0]]","[[ 2  8  4  2]
 [64  2 16  8]
 [ 4  8  2  2]
 [ 2 16 64  0]]",False,True
0,0,3,"[0, 2, 3]",0,548,"[[ 2  8  4  2]
 [64  2 16  8]
 [ 4  8  2  2]
 [ 2 16 64  0]]","[[ 2  8  4  2]
 [64  2 16  2]
 [ 4  8  2  8]
 [ 2 16 64  2]]",False,True
0,0,1,"[1, 3]",4,552,"[[ 2  8  4  2]
 [64  2 16  2]
 [ 4  8  2  8]
 [ 2 16 64  2]]","[[ 2  8  4  4]
 [64  2 16  8]
 [ 4  8  2  2]
 [ 2 16 64  2]]",False,True
0,0,3,"[0, 1, 2, 3]",4,556,"[[ 2  8  4  4]
 [64  2 16  8]
 [ 4  8  2  2]
 [ 2 16 64  2]]","[[ 2  8  8  0]
 [64  2 16  8]
 [ 4  8  4  2]
 [ 2 16 64  2]]",False,True
0,0,0,"[0, 1, 2, 3]",16,572,"[[ 2  8  8  0]
 [64  2 16  8]
 [ 4  8  4  2]
 [ 2 16 64  2]]","[[ 2 16  0  2]
 [64  2 16  8]
 [ 4  8  4  2]
 [ 2 16 64  2]]",False,True
0,0,2,"[0, 1, 2, 3]",0,572,"[[ 2 16  0  2]
 [64  2 16  8]
 [ 4  8  4  2]
 [ 2 16 64  2]]","[[ 4  2 16  2]
 [64  2 16  8]
 [ 4  8  4  2]
 [ 2 16 64  2]]",False,True
0,0,2,"[1, 3]",-10,562,"[[ 4  2 16  2]
 [64  2 16  8]
 [ 4  8  4  2]
 [ 2 16 64  2]]","[[ 4  4 32  2]
 [64  8  4  8]
 [ 4 16 64  4]
 [ 2  0  2  0]]",False,True
0,0,3,"[0, 2, 3]",0,562,"[[ 4  4 32  2]
 [64  8  4  8]
 [ 4 16 64  4]
 [ 2  0  2  0]]","[[ 4  2 32  0]
 [64  4  4  2]
 [ 4  8 64  8]
 [ 2 16  2  4]]",False,True
0,0,1,"[0, 1, 2]",0,562,"[[ 4  2 32  0]
 [64  4  4  2]
 [ 4  8 64  8]
 [ 2 16  2  4]]","[[ 4  2 32  2]
 [64  4  4  8]
 [ 4  8 64  4]
 [ 2 16  2  2]]",False,True
0,0,2,"[0, 2]",12,574,"[[ 4  2 32  2]
 [64  4  4  8]
 [ 4  8 64  4]
 [ 2 16  2  2]]","[[ 4  2 32  2]
 [64  8  8  4]
 [ 4  8 64  4]
 [ 2 16  4  0]]",False,True
0,0,1,"[0, 1, 2, 3]",24,598,"[[ 4  2 32  2]
 [64  8  8  4]
 [ 4  8 64  4]
 [ 2 16  4  0]]","[[ 4  2 32  2]
 [64 16  8  8]
 [ 4 16 64  0]
 [ 2  2  4  0]]",False,True
0,0,2,"[0, 1, 2, 3]",20,618,"[[ 4  2 32  2]
 [64 16  8  8]
 [ 4 16 64  0]
 [ 2  2  4  0]]","[[ 4  2 32  2]
 [ 0 64 16 16]
 [ 0  4 16 64]
 [ 2  0  4  4]]",False,True
0,0,2,"[0, 1, 2, 3]",40,658,"[[ 4  2 32  2]
 [ 0 64 16 16]
 [ 0  4 16 64]
 [ 2  0  4  4]]","[[ 4  2 32  2]
 [ 0  0 64 32]
 [ 0  4 16 64]
 [ 4  0  2  8]]",False,True
0,0,0,"[0, 1, 2, 3]",0,658,"[[ 4  2 32  2]
 [ 0  0 64 32]
 [ 0  4 16 64]
 [ 4  0  2  8]]","[[ 4  2 32  2]
 [64 32  2  0]
 [ 4 16 64  0]
 [ 4  2  8  0]]",False,True
0,0,1,"[1, 2, 3]",8,666,"[[ 4  2 32  2]
 [64 32  2  0]
 [ 4 16 64  0]
 [ 4  2  8  0]]","[[ 4  2 32  2]
 [64 32  2  0]
 [ 8 16 64  2]
 [ 0  2  8  0]]",False,True
0,0,1,"[0, 1, 2, 3]",4,670,"[[ 4  2 32  2]
 [64 32  2  0]
 [ 8 16 64  2]
 [ 0  2  8  0]]","[[ 4  2 32  4]
 [64 32  2  4]
 [ 8 16 64  0]
 [ 0  2  8  0]]",False,True
0,0,3,"[0, 1, 2, 3]",8,678,"[[ 4  2 32  4]
 [64 32  2  4]
 [ 8 16 64  0]
 [ 0  2  8  0]]","[[ 0  2 32  4]
 [ 4 32  2  0]
 [64 16 64  0]
 [ 8  2  8  8]]",False,True
0,0,3,"[0, 1, 2, 3]",0,678,"[[ 0  2 32  4]
 [ 4 32  2  0]
 [64 16 64  0]
 [ 8  2  8  8]]","[[ 0  2 32  2]
 [ 4 32  2  0]
 [64 16 64  4]
 [ 8  2  8  8]]",False,True
0,0,3,"[0, 1, 2, 3]",0,678,"[[ 0  2 32  2]
 [ 4 32  2  0]
 [64 16 64  4]
 [ 8  2  8  8]]","[[ 0  2 32  2]
 [ 4 32  2  2]
 [64 16 64  4]
 [ 8  2  8  8]]",False,True
0,0,3,"[0, 1, 2, 3]",4,682,"[[ 0  2 32  2]
 [ 4 32  2  2]
 [64 16 64  4]
 [ 8  2  8  8]]","[[ 2  2 32  0]
 [ 4 32  2  4]
 [64 16 64  4]
 [ 8  2  8  8]]",False,True
0,0,1,"[0, 1, 2, 3]",8,690,"[[ 2  2 32  0]
 [ 4 32  2  4]
 [64 16 64  4]
 [ 8  2  8  8]]","[[ 2  2 32  8]
 [ 4 32  2  8]
 [64 16 64  0]
 [ 8  2  8  2]]",False,True
0,0,2,"[0, 1, 2, 3]",4,694,"[[ 2  2 32  8]
 [ 4 32  2  8]
 [64 16 64  0]
 [ 8  2  8  2]]","[[ 0  4 32  8]
 [ 4 32  2  8]
 [ 2 64 16 64]
 [ 8  2  8  2]]",False,True
0,0,0,"[0, 1, 3]",0,694,"[[ 0  4 32  8]
 [ 4 32  2  8]
 [ 2 64 16 64]
 [ 8  2  8  2]]","[[ 4 32  8  2]
 [ 4 32  2  8]
 [ 2 64 16 64]
 [ 8  2  8  2]]",False,True
0,0,2,"[1, 3]",-10,684,"[[ 4 32  8  2]
 [ 4 32  2  8]
 [ 2 64 16 64]
 [ 8  2  8  2]]","[[ 8 64  8  2]
 [ 2 64  2  8]
 [ 8  2 16 64]
 [ 2  0  8  2]]",False,True
0,0,0,"[0, 1, 2, 3]",0,684,"[[ 8 64  8  2]
 [ 2 64  2  8]
 [ 8  2 16 64]
 [ 2  0  8  2]]","[[ 8 64  8  2]
 [ 2 64  2  8]
 [ 8  2 16 64]
 [ 2  8  2  2]]",False,True
0,0,0,"[0, 1, 2, 3]",4,688,"[[ 8 64  8  2]
 [ 2 64  2  8]
 [ 8  2 16 64]
 [ 2  8  2  2]]","[[ 8 64  8  2]
 [ 2 64  2  8]
 [ 8  2 16 64]
 [ 2  8  4  2]]",False,True
0,0,0,"[1, 3]",-10,678,"[[ 8 64  8  2]
 [ 2 64  2  8]
 [ 8  2 16 64]
 [ 2  8  4  2]]","[[  8 128   8   2]
 [  2   2   2   8]
 [  8   8  16  64]
 [  2   2   4   2]]",False,True
0,0,0,"[0, 2]",24,702,"[[  8 128   8   2]
 [  2   2   2   8]
 [  8   8  16  64]
 [  2   2   4   2]]","[[  8 128   8   2]
 [  4   2   8   0]
 [ 16  16  64   0]
 [  4   4   2   2]]",False,True
0,0,2,"[0, 1, 2, 3]",44,746,"[[  8 128   8   2]
 [  4   2   8   0]
 [ 16  16  64   0]
 [  4   4   2   2]]","[[  8 128   8   2]
 [  0   4   2   8]
 [  0   2  32  64]
 [  0   0   8   4]]",False,True
0,0,2,"[0, 3]",-10,736,"[[  8 128   8   2]
 [  0   4   2   8]
 [  0   2  32  64]
 [  0   0   8   4]]","[[  8 128   8   2]
 [  0   4   2   8]
 [  0   2  32  64]
 [  0   0   8   4]]",False,True
0,0,2,"[0, 3]",-10,726,"[[  8 128   8   2]
 [  0   4   2   8]
 [  0   2  32  64]
 [  0   0   8   4]]","[[  8 128   8   2]
 [  0   4   2   8]
 [  0   2  32  64]
 [  0   0   8   4]]",False,True
0,0,2,"[0, 3]",-10,716,"[[  8 128   8   2]
 [  0   4   2   8]
 [  0   2  32  64]
 [  0   0   8   4]]","[[  8 128   8   2]
 [  0   4   2   8]
 [  0   2  32  64]
 [  0   0   8   4]]",False,False
0,0,3,"[0, 3]",0,716,"[[  8 128   8   2]
 [  0   4   2   8]
 [  0   2  32  64]
 [  0   0   8   4]]","[[  0   2   8   2]
 [  0 128   2   8]
 [  0   4  32  64]
 [  8   2   8   4]]",False,True
0,0,0,"[0, 1]",0,716,"[[  0   2   8   2]
 [  0 128   2   8]
 [  0   4  32  64]
 [  8   2   8   4]]","[[  2   8   2   0]
 [128   2   8   2]
 [  4  32  64   0]
 [  8   2   8   4]]",False,True
0,0,2,"[1, 2, 3]",0,716,"[[  2   8   2   0]
 [128   2   8   2]
 [  4  32  64   0]
 [  8   2   8   4]]","[[  0   2   8   2]
 [128   2   8   2]
 [  2   4  32  64]
 [  8   2   8   4]]",False,True
0,0,1,"[0, 1, 3]",24,740,"[[  0   2   8   2]
 [128   2   8   2]
 [  2   4  32  64]
 [  8   2   8   4]]","[[128   4  16   4]
 [  2   4  32  64]
 [  8   2   8   4]
 [  0   0   2   0]]",False,True
0,0,3,"[0, 1, 2, 3]",8,748,"[[128   4  16   4]
 [  2   4  32  64]
 [  8   2   8   4]
 [  0   0   2   0]]","[[  0   0  16   0]
 [128   2  32   4]
 [  2   8   8  64]
 [  8   2   2   4]]",False,True
0,0,3,"[0, 1, 2]",-10,738,"[[  0   0  16   0]
 [128   2  32   4]
 [  2   8   8  64]
 [  8   2   2   4]]","[[  0   0  16   0]
 [128   2  32   4]
 [  2   8   8  64]
 [  8   2   2   4]]",False,True
0,0,0,"[0, 1, 2]",20,758,"[[  0   0  16   0]
 [128   2  32   4]
 [  2   8   8  64]
 [  8   2   2   4]]","[[ 16   0   0   0]
 [128   2  32   4]
 [  2  16  64   0]
 [  8   4   4   2]]",False,True
0,0,0,"[0, 1, 2, 3]",8,766,"[[ 16   0   0   0]
 [128   2  32   4]
 [  2  16  64   0]
 [  8   4   4   2]]","[[ 16   0   2   0]
 [128   2  32   4]
 [  2  16  64   0]
 [  8   8   2   0]]",False,True
0,0,3,"[0, 1, 2, 3]",0,766,"[[ 16   0   2   0]
 [128   2  32   4]
 [  2  16  64   0]
 [  8   8   2   0]]","[[ 16   0   2   0]
 [128   2  32   2]
 [  2  16  64   0]
 [  8   8   2   4]]",False,True
0,0,1,"[0, 1, 2, 3]",0,766,"[[ 16   0   2   0]
 [128   2  32   2]
 [  2  16  64   0]
 [  8   8   2   4]]","[[ 16   2   2   2]
 [128  16  32   4]
 [  2   8  64   0]
 [  8   0   2   2]]",False,True
0,0,3,"[0, 1, 2, 3]",0,766,"[[ 16   2   2   2]
 [128  16  32   4]
 [  2   8  64   0]
 [  8   0   2   2]]","[[ 16   2   2   0]
 [128   2  32   2]
 [  2  16  64   4]
 [  8   8   2   2]]",False,True
0,0,3,"[0, 1, 2, 3]",4,770,"[[ 16   2   2   0]
 [128   2  32   2]
 [  2  16  64   4]
 [  8   8   2   2]]","[[ 16   0   2   2]
 [128   4  32   2]
 [  2  16  64   4]
 [  8   8   2   2]]",False,True
0,0,2,"[0, 1, 2, 3]",24,794,"[[ 16   0   2   2]
 [128   4  32   2]
 [  2  16  64   4]
 [  8   8   2   2]]","[[  0   0  16   4]
 [128   4  32   2]
 [  2  16  64   4]
 [  0   2  16   4]]",False,True
0,0,2,"[0, 1, 3]",-10,784,"[[  0   0  16   4]
 [128   4  32   2]
 [  2  16  64   4]
 [  0   2  16   4]]","[[  0   0  16   4]
 [128   4  32   2]
 [  2  16  64   4]
 [  0   2  16   4]]",False,True
0,0,0,"[0, 1, 3]",0,784,"[[  0   0  16   4]
 [128   4  32   2]
 [  2  16  64   4]
 [  0   2  16   4]]","[[ 16   4   0   2]
 [128   4  32   2]
 [  2  16  64   4]
 [  2  16   4   0]]",False,True
0,0,3,"[0, 1, 2, 3]",48,832,"[[ 16   4   0   2]
 [128   4  32   2]
 [  2  16  64   4]
 [  2  16   4   0]]","[[  0   0   2   0]
 [ 16   0  32   0]
 [128   8  64   4]
 [  4  32   4   4]]",False,True
0,0,0,"[0, 1, 2, 3]",8,840,"[[  0   0   2   0]
 [ 16   0  32   0]
 [128   8  64   4]
 [  4  32   4   4]]","[[  2   0   0   0]
 [ 16  32   0   0]
 [128   8  64   4]
 [  4  32   8   4]]",False,True
0,0,1,"[1, 2, 3]",8,848,"[[  2   0   0   0]
 [ 16  32   0   0]
 [128   8  64   4]
 [  4  32   8   4]]","[[  2  32  64   8]
 [ 16   8   8   0]
 [128  32   0   0]
 [  4   2   0   0]]",False,True
0,0,0,"[0, 2, 3]",16,864,"[[  2  32  64   8]
 [ 16   8   8   0]
 [128  32   0   0]
 [  4   2   0   0]]","[[  2  32  64   8]
 [ 16  16   0   0]
 [128  32   0   0]
 [  4   2   0   2]]",False,True
0,0,1,"[0, 1, 2, 3]",0,864,"[[  2  32  64   8]
 [ 16  16   0   0]
 [128  32   0   0]
 [  4   2   0   2]]","[[  2  32  64   8]
 [ 16  16   0   2]
 [128  32   2   0]
 [  4   2   0   0]]",False,True
0,0,1,"[0, 1, 2, 3]",0,864,"[[  2  32  64   8]
 [ 16  16   0   2]
 [128  32   2   0]
 [  4   2   0   0]]","[[  2  32  64   8]
 [ 16  16   2   2]
 [128  32   0   0]
 [  4   2   2   0]]",False,True
0,0,3,"[0, 1, 2, 3]",4,868,"[[  2  32  64   8]
 [ 16  16   2   2]
 [128  32   0   0]
 [  4   2   2   0]]","[[  2  32   0   0]
 [ 16  16   0   2]
 [128  32  64   8]
 [  4   2   4   2]]",False,True
0,0,0,"[0, 1, 2]",32,900,"[[  2  32   0   0]
 [ 16  16   0   2]
 [128  32  64   8]
 [  4   2   4   2]]","[[  2  32   0   0]
 [ 32   2   2   0]
 [128  32  64   8]
 [  4   2   4   2]]",False,True
0,0,1,"[0, 1, 2]",0,900,"[[  2  32   0   0]
 [ 32   2   2   0]
 [128  32  64   8]
 [  4   2   4   2]]","[[  2  32   2   8]
 [ 32   2  64   2]
 [128  32   4   0]
 [  4   2   2   0]]",False,True
0,0,3,"[0, 2, 3]",0,900,"[[  2  32   2   8]
 [ 32   2  64   2]
 [128  32   4   0]
 [  4   2   2   0]]","[[  2  32   2   0]
 [ 32   2  64   2]
 [128  32   4   8]
 [  4   2   2   2]]",False,True
0,0,2,"[0, 1, 2]",4,904,"[[  2  32   2   0]
 [ 32   2  64   2]
 [128  32   4   8]
 [  4   2   2   2]]","[[  0   2  32   2]
 [ 32   2  64   2]
 [128  32   4   8]
 [  2   4   2   4]]",False,True
0,0,3,"[0, 1, 3]",8,912,"[[  0   2  32   2]
 [ 32   2  64   2]
 [128  32   4   8]
 [  2   4   2   4]]","[[  0   2  32   0]
 [ 32   4  64   4]
 [128  32   4   8]
 [  2   4   2   4]]",False,True
0,0,0,"[0, 1, 2]",0,912,"[[  0   2  32   0]
 [ 32   4  64   4]
 [128  32   4   8]
 [  2   4   2   4]]","[[  2  32   0   4]
 [ 32   4  64   4]
 [128  32   4   8]
 [  2   4   2   4]]",False,True
0,0,3,"[0, 1, 2, 3]",8,920,"[[  2  32   0   4]
 [ 32   4  64   4]
 [128  32   4   8]
 [  2   4   2   4]]","[[  2  32   0   2]
 [ 32   4  64   8]
 [128  32   4   8]
 [  2   4   2   4]]",False,True
0,0,2,"[0, 1, 2, 3]",0,920,"[[  2  32   0   2]
 [ 32   4  64   8]
 [128  32   4   8]
 [  2   4   2   4]]","[[  2   2  32   2]
 [ 32   4  64   8]
 [128  32   4   8]
 [  2   4   2   4]]",False,True
0,0,0,"[0, 1, 2, 3]",4,924,"[[  2   2  32   2]
 [ 32   4  64   8]
 [128  32   4   8]
 [  2   4   2   4]]","[[  4  32   2   2]
 [ 32   4  64   8]
 [128  32   4   8]
 [  2   4   2   4]]",False,True
0,0,3,"[0, 1, 2, 3]",16,940,"[[  4  32   2   2]
 [ 32   4  64   8]
 [128  32   4   8]
 [  2   4   2   4]]","[[  4  32   4   2]
 [ 32   4  64   8]
 [128  32   4   8]
 [  2   4   2   4]]",False,True
0,0,1,"[1, 3]",16,956,"[[  4  32   4   2]
 [ 32   4  64   8]
 [128  32   4   8]
 [  2   4   2   4]]","[[  4  32   4   2]
 [ 32   4  64  16]
 [128  32   4   4]
 [  2   4   2   2]]",False,True
0,0,3,"[0, 2]",-10,946,"[[  4  32   4   2]
 [ 32   4  64  16]
 [128  32   4   4]
 [  2   4   2   2]]","[[  4  32   4   2]
 [ 32   4  64  16]
 [128  32   8   2]
 [  2   4   4   0]]",False,True
0,0,1,"[0, 2, 3]",-10,936,"[[  4  32   4   2]
 [ 32   4  64  16]
 [128  32   8   2]
 [  2   4   4   0]]","[[  4  32   4   2]
 [ 32   4  64  16]
 [128  32   8   2]
 [  2   4   4   0]]",False,True
0,0,2,"[0, 2, 3]",8,944,"[[  4  32   4   2]
 [ 32   4  64  16]
 [128  32   8   2]
 [  2   4   4   0]]","[[  4  32   4   2]
 [ 32   4  64  16]
 [128  32   8   2]
 [  2   0   2   8]]",False,True
0,0,1,"[0, 2, 3]",-10,934,"[[  4  32   4   2]
 [ 32   4  64  16]
 [128  32   8   2]
 [  2   0   2   8]]","[[  4  32   4   2]
 [ 32   4  64  16]
 [128  32   8   2]
 [  2   0   2   8]]",False,True
0,0,0,"[0, 2, 3]",4,938,"[[  4  32   4   2]
 [ 32   4  64  16]
 [128  32   8   2]
 [  2   0   2   8]]","[[  4  32   4   2]
 [ 32   4  64  16]
 [128  32   8   2]
 [  4   8   0   4]]",False,True
0,0,2,"[0, 2, 3]",0,938,"[[  4  32   4   2]
 [ 32   4  64  16]
 [128  32   8   2]
 [  4   8   0   4]]","[[  4  32   4   2]
 [ 32   4  64  16]
 [128  32   8   2]
 [  2   4   8   4]]",False,True
0,0,2,"[1, 3]",-10,928,"[[  4  32   4   2]
 [ 32   4  64  16]
 [128  32   8   2]
 [  2   4   8   4]]","[[  4  32   4   2]
 [ 32   4  64  16]
 [128  32  16   2]
 [  2   4   2   4]]",False,True
0,0,3,[],-10,918,"[[  4  32   4   2]
 [ 32   4  64  16]
 [128  32  16   2]
 [  2   4   2   4]]","[[  4  32   4   2]
 [ 32   4  64  16]
 [128  32  16   2]
 [  2   4   2   4]]",True,True
1,1,2,"[0, 1, 2, 3]",0,0,"[[0 0 0 0]
 [0 0 2 0]
 [2 0 0 0]
 [0 0 0 0]]","[[2 0 0 0]
 [0 0 0 2]
 [0 0 0 2]
 [0 0 0 0]]",False,True
1,1,0,"[0, 1, 2, 3]",0,0,"[[2 0 0 0]
 [0 0 0 2]
 [0 0 0 2]
 [0 0 0 0]]","[[2 0 0 0]
 [2 0 0 0]
 [2 0 0 0]
 [2 0 0 0]]",False,True
1,1,2,"[1, 2, 3]",0,0,"[[2 0 0 0]
 [2 0 0 0]
 [2 0 0 0]
 [2 0 0 0]]","[[0 0 2 2]
 [0 0 0 2]
 [0 0 0 2]
 [0 0 0 2]]",False,True
1,1,1,"[0, 1, 2, 3]",8,8,"[[0 0 2 2]
 [0 0 0 2]
 [0 0 0 2]
 [0 0 0 2]]","[[0 0 2 4]
 [0 0 0 4]
 [0 0 0 2]
 [0 0 0 0]]",False,True
1,1,1,"[0, 1, 3]",8,16,"[[0 0 2 4]
 [0 0 0 4]
 [0 0 0 2]
 [0 0 0 0]]","[[0 0 2 8]
 [0 0 0 2]
 [0 0 0 0]
 [2 0 0 0]]",False,True
1,1,2,"[0, 1, 2, 3]",0,16,"[[0 0 2 8]
 [0 0 0 2]
 [0 0 0 0]
 [2 0 0 0]]","[[0 0 2 8]
 [0 0 0 2]
 [0 0 0 0]
 [2 0 0 2]]",False,True
1,1,2,"[0, 1, 2, 3]",4,20,"[[0 0 2 8]
 [0 0 0 2]
 [0 0 0 0]
 [2 0 0 2]]","[[0 0 2 8]
 [0 0 0 2]
 [0 0 0 0]
 [2 0 0 4]]",False,True
1,1,0,"[0, 1, 2, 3]",0,20,"[[0 0 2 8]
 [0 0 0 2]
 [0 0 0 0]
 [2 0 0 4]]","[[2 8 0 4]
 [2 0 0 0]
 [0 0 0 0]
 [2 4 0 0]]",False,True
1,1,0,"[0, 1, 2, 3]",0,20,"[[2 8 0 4]
 [2 0 0 0]
 [0 0 0 0]
 [2 4 0 0]]","[[2 8 4 0]
 [2 0 0 0]
 [0 0 2 0]
 [2 4 0 0]]",False,True
1,1,3,"[0, 1, 2, 3]",4,24,"[[2 8 4 0]
 [2 0 0 0]
 [0 0 2 0]
 [2 4 0 0]]","[[0 0 0 0]
 [0 2 0 0]
 [2 8 4 0]
 [4 4 2 0]]",False,True
1,1,2,"[0, 1, 2]",8,32,"[[0 0 0 0]
 [0 2 0 0]
 [2 8 4 0]
 [4 4 2 0]]","[[0 2 0 0]
 [0 0 0 2]
 [0 2 8 4]
 [0 0 8 2]]",False,True
1,1,0,"[0, 1, 2, 3]",0,32,"[[0 2 0 0]
 [0 0 0 2]
 [0 2 8 4]
 [0 0 8 2]]","[[2 0 0 0]
 [2 0 0 2]
 [2 8 4 0]
 [8 2 0 0]]",False,True
1,1,1,"[0, 1, 2, 3]",4,36,"[[2 0 0 0]
 [2 0 0 2]
 [2 8 4 0]
 [8 2 0 0]]","[[4 8 4 2]
 [2 2 0 0]
 [8 0 2 0]
 [0 0 0 0]]",False,True
1,1,1,"[0, 1, 2, 3]",0,36,"[[4 8 4 2]
 [2 2 0 0]
 [8 0 2 0]
 [0 0 0 0]]","[[4 8 4 2]
 [2 2 2 0]
 [8 0 0 0]
 [0 2 0 0]]",False,True
1,1,3,"[0, 1, 2, 3]",4,40,"[[4 8 4 2]
 [2 2 2 0]
 [8 0 0 0]
 [0 2 0 0]]","[[2 0 0 0]
 [4 0 0 0]
 [2 8 4 0]
 [8 4 2 2]]",False,True
1,1,3,"[0, 1, 2]",-10,30,"[[2 0 0 0]
 [4 0 0 0]
 [2 8 4 0]
 [8 4 2 2]]","[[2 0 0 0]
 [4 0 0 0]
 [2 8 4 0]
 [8 4 2 2]]",False,True
1,1,0,"[0, 1, 2]",4,34,"[[2 0 0 0]
 [4 0 0 0]
 [2 8 4 0]
 [8 4 2 2]]","[[2 0 0 0]
 [4 0 0 2]
 [2 8 4 0]
 [8 4 4 0]]",False,True
1,1,3,"[0, 1, 2, 3]",8,42,"[[2 0 0 0]
 [4 0 0 2]
 [2 8 4 0]
 [8 4 4 0]]","[[2 0 0 0]
 [4 0 0 0]
 [2 8 0 2]
 [8 4 8 2]]",False,True
1,1,0,"[0, 1, 2, 3]",0,42,"[[2 0 0 0]
 [4 0 0 0]
 [2 8 0 2]
 [8 4 8 2]]","[[2 0 0 0]
 [4 2 0 0]
 [2 8 2 0]
 [8 4 8 2]]",False,True
1,1,0,"[1, 2]",-10,32,"[[2 0 0 0]
 [4 2 0 0]
 [2 8 2 0]
 [8 4 8 2]]","[[2 0 0 0]
 [4 2 0 0]
 [2 8 2 0]
 [8 4 8 2]]",False,True
1,1,0,"[1, 2]",-10,22,"[[2 0 0 0]
 [4 2 0 0]
 [2 8 2 0]
 [8 4 8 2]]","[[2 0 0 0]
 [4 2 0 0]
 [2 8 2 0]
 [8 4 8 2]]",False,True
1,1,2,"[1, 2]",0,22,"[[2 0 0 0]
 [4 2 0 0]
 [2 8 2 0]
 [8 4 8 2]]","[[0 0 2 2]
 [0 0 4 2]
 [0 2 8 2]
 [8 4 8 2]]",False,True
1,1,2,"[0, 1, 2, 3]",4,26,"[[0 0 2 2]
 [0 0 4 2]
 [0 2 8 2]
 [8 4 8 2]]","[[0 0 0 4]
 [0 2 4 2]
 [0 2 8 2]
 [8 4 8 2]]",False,True
1,1,2,"[0, 1, 3]",-10,16,"[[0 0 0 4]
 [0 2 4 2]
 [0 2 8 2]
 [8 4 8 2]]","[[0 0 0 4]
 [0 2 4 2]
 [0 2 8 2]
 [8 4 8 2]]",False,True
1,1,0,"[0, 1, 3]",0,16,"[[0 0 0 4]
 [0 2 4 2]
 [0 2 8 2]
 [8 4 8 2]]","[[4 0 2 0]
 [2 4 2 0]
 [2 8 2 0]
 [8 4 8 2]]",False,True
1,1,3,"[0, 1, 2, 3]",8,24,"[[4 0 2 0]
 [2 4 2 0]
 [2 8 2 0]
 [8 4 8 2]]","[[0 0 2 0]
 [4 4 2 0]
 [4 8 4 0]
 [8 4 8 2]]",False,True
1,1,3,"[0, 1, 2, 3]",12,36,"[[0 0 2 0]
 [4 4 2 0]
 [4 8 4 0]
 [8 4 8 2]]","[[0 0 2 0]
 [0 4 4 0]
 [8 8 4 0]
 [8 4 8 2]]",False,True
1,1,3,"[0, 1, 2, 3]",24,60,"[[0 0 2 0]
 [0 4 4 0]
 [8 8 4 0]
 [8 4 8 2]]","[[ 0  0  0  0]
 [ 0  4  2  0]
 [ 2  8  8  0]
 [16  4  8  2]]",False,True
1,1,0,"[0, 1, 2, 3]",16,76,"[[ 0  0  0  0]
 [ 0  4  2  0]
 [ 2  8  8  0]
 [16  4  8  2]]","[[ 0  0  0  0]
 [ 4  2  2  0]
 [ 2 16  0  0]
 [16  4  8  2]]",False,True
1,1,0,"[0, 1, 2, 3]",4,80,"[[ 0  0  0  0]
 [ 4  2  2  0]
 [ 2 16  0  0]
 [16  4  8  2]]","[[ 0  0  0  0]
 [ 4  4  0  0]
 [ 2 16  4  0]
 [16  4  8  2]]",False,True
1,1,3,"[0, 1, 2]",-10,70,"[[ 0  0  0  0]
 [ 4  4  0  0]
 [ 2 16  4  0]
 [16  4  8  2]]","[[ 0  0  0  0]
 [ 4  4  0  0]
 [ 2 16  4  0]
 [16  4  8  2]]",False,True
1,1,3,"[0, 1, 2]",-10,60,"[[ 0  0  0  0]
 [ 4  4  0  0]
 [ 2 16  4  0]
 [16  4  8  2]]","[[ 0  0  0  0]
 [ 4  4  0  0]
 [ 2 16  4  0]
 [16  4  8  2]]",False,True
1,1,0,"[0, 1, 2]",8,68,"[[ 0  0  0  0]
 [ 4  4  0  0]
 [ 2 16  4  0]
 [16  4  8  2]]","[[ 0  0  2  0]
 [ 8  0  0  0]
 [ 2 16  4  0]
 [16  4  8  2]]",False,True
1,1,0,"[0, 1, 2, 3]",0,68,"[[ 0  0  2  0]
 [ 8  0  0  0]
 [ 2 16  4  0]
 [16  4  8  2]]","[[ 2  0  0  0]
 [ 8  0  2  0]
 [ 2 16  4  0]
 [16  4  8  2]]",False,True
