Episode,Total Reward,Max Value,Loss
189,1012,128,2.3810596466064453
190,1509.2843899999998,128,2.368272066116333
191,648,64,1.7240062952041626
192,176,16,1.588654637336731
193,972,64,1.749815821647644
194,625.69,64,1.8234035968780518
195,926.049,128,2.0860111713409424
196,553.69,64,1.508004903793335
197,1094.9,128,1.9616105556488037
198,1690.5119083058435,128,1.9848742485046387
199,1304,128,2.1838369369506836
200,1132.4772878560689,128,1.8970381021499634
201,2266.049,256,2.8603413105010986
202,1011.962575399,128,1.9124342203140259
203,751.2541118999999,64,1.5143835544586182
204,642.9,64,2.489445686340332
205,1476.4552971500707,128,1.8529237508773804
206,1620.18439,128,2.8760297298431396
207,1082.9,128,2.488860607147217
208,1315.2539000000002,128,2.5732157230377197
209,1293.0233899999998,128,1.9293029308319092
210,1337.312829,128,1.9843109846115112
211,636,64,1.9566532373428345
212,980.4641118999999,128,2.4937784671783447
213,608,64,1.6555589437484741
214,613.86929,64,1.6492727994918823
215,400.59,32,1.7153440713882446
216,1271.38,128,2.5039572715759277
217,995.4899999999999,128,1.8302074670791626
218,1097.2843899999998,128,2.1864497661590576
219,580,64,2.332031726837158
220,610.9,64,1.5651335716247559
221,415.38,64,1.5319945812225342
222,896.3589999999999,64,1.517361044883728
223,1021.6899999999999,64,1.6108368635177612
224,769.2843899999999,64,1.4662690162658691
225,1352.5900000000001,128,1.6238161325454712
226,312,32,1.8395575284957886
227,1278.8718408999998,128,2.2592697143554688
228,1249.2898130900003,128,1.8792784214019775
229,588,64,1.4685627222061157
230,423.512829,32,1.6869572401046753
231,1154.7718289999998,128,1.8344208002090454
232,450.309406641676,64,1.899189829826355
233,1001.3565005574184,128,1.929358959197998
234,636,64,1.5472208261489868
235,1972.8280372540783,256,5.154250621795654
236,1576.17929,128,1.8968892097473145
237,1179.3333899999998,128,1.9308948516845703
238,1239.502945856069,128,1.988560438156128
239,429.202829,32,1.6288703680038452
240,1422.4128289999999,128,2.066136598587036
241,906.2278456416759,128,1.8194459676742554
242,1363.0843900000004,128,1.9025094509124756
243,1417.9231118999999,128,1.6485506296157837
244,852.7318653989998,64,2.006739616394043
245,1453.8743900000002,128,2.4463467597961426
246,3071.0860206317893,256,3.130845069885254
247,620,64,1.689581274986267
248,1340.7,128,1.9792139530181885
249,1415.5949,128,1.7074161767959595
250,303.259,32,1.3172093629837036
251,1014.9,128,1.9269356727600098
252,1547.08439,128,2.082564115524292
253,795.6179999999998,64,1.8487614393234253
254,705.11052309,64,1.9482969045639038
255,759.4797999999998,64,2.218597173690796
256,1272.587610946069,128,1.8527257442474365
257,654.97439,64,1.6062228679656982
258,2342.5611110364275,256,2.042248487472534
259,1050.63854808,128,3.5205910205841064
260,438.67442309,32,1.5908457040786743
261,815.1115753989999,64,1.4647138118743896
262,508.5564249795758,64,1.4551364183425903
263,1768.0234019000004,128,2.306074380874634
264,724.9816089999997,64,2.3838717937469482
265,408,32,1.5455904006958008
266,1325.8054230900002,128,2.361009120941162
267,902.5080118999999,128,1.5814205408096313
268,614.412829,64,2.0512008666992188
269,495.25899999999996,32,1.711438775062561
270,1339.9700000000003,128,1.6786057949066162
271,687.3569408999998,64,2.252110481262207
272,1377.394539731676,128,1.8138427734375
273,578.8948999999999,64,1.9030675888061523
274,990.4971229388997,64,1.5120337009429932
275,360,32,1.3508254289627075
276,1278.9504631447437,128,1.6430480480194092
277,752.2541899999999,64,1.2319042682647705
278,1495.4807333300707,128,1.936583161354065
279,592,64,1.2799100875854492
280,1163.1868329389,128,1.7934406995773315
281,1100.731767038977,128,1.6879606246948242
282,334.97439,32,1.3270752429962158
283,340.359,32,1.7348380088806152
284,257.0442168650776,32,1.5118813514709473
285,628.3928455354277,64,1.393270492553711
286,627.3948061619126,64,1.955399513244629
287,658.1541119,64,1.5102523565292358
288,1327.6053173433802,128,1.5809417963027954
289,783.9769408999999,64,1.6028201580047607
290,832.9344043989998,64,1.2782145738601685
291,928.2031118999997,64,1.5287995338439941
292,395.97694090000005,32,1.3460545539855957
293,667.7795230899999,64,1.7587701082229614
294,617.9184547843752,64,1.280397891998291
295,1437.0403869924967,128,1.5245819091796875
296,818.8410461799999,64,1.3231630325317383
297,632.1471151306758,64,1.5828745365142822
298,762.7388,64,1.4824328422546387
299,809.756635170921,64,1.4735996723175049
300,802.449794399,64,1.6811147928237915
301,655.5132300327899,64,1.6101239919662476
302,1440.3278918216763,128,1.6553455591201782
303,1027.0957983378999,128,1.342185139656067
304,1182.5358095515858,128,1.4952735900878906
305,832.207729,64,1.340146780014038
306,308.718,32,1.4080932140350342
307,566.9329448389,64,1.392640233039856
308,1029.5795230899998,128,1.9559755325317383
309,417.69,32,1.7117772102355957
310,1289.7975152927145,128,1.4772734642028809
311,757.2943235967437,64,1.5173603296279907
312,1371.8638061619129,128,1.7597182989120483
313,371.43019117927633,64,1.3399906158447266
314,2009.2942603958443,256,1.7266747951507568
315,622.9,64,1.3818503618240356
316,668.4999193227901,64,1.362707495689392
317,1107.837085855759,128,1.6966464519500732
318,1316.05139,128,1.6566963195800781
319,1457.7358439753289,128,1.6449393033981323
320,821.4585407979998,64,1.1826251745224
321,573.792829,64,1.2974207401275635
322,1174.0862298518225,128,1.4198801517486572
323,1159.9425952347437,128,1.7740753889083862
324,549.5746349899999,64,1.4434691667556763
325,1350.9126138,128,1.7475485801696777
326,1140.2359953876257,128,1.6323801279067993
327,1035.1590511322322,128,1.8984049558639526
328,482.6598268650778,64,1.5113245248794556
329,576.9292919449281,64,1.3331918716430664
330,663.4072084878586,64,1.571732997894287
331,2202.157439000289,256,1.6278072595596313
332,792.8227555456916,128,1.663899302482605
333,455.25899999999996,64,1.7661100625991821
334,285.07,32,1.1462892293930054
335,1172.6118581407113,128,1.4235936403274536
336,728.2029,64,1.4598619937896729
337,488.05723771618665,64,1.2526874542236328
338,491.2514124574183,64,1.4005067348480225
339,438.52710046611617,64,1.29982590675354
340,902.2022404416758,128,1.3509230613708496
341,801.2047460292785,128,1.4335905313491821
342,401.69,32,1.052613377571106
343,528.7650449978678,64,1.3699426651000977
344,1238.2444539888595,128,1.5789798498153687
345,470.51061623278997,64,1.5791399478912354
346,989.2274458645795,128,1.348623275756836
347,667.4973136474184,64,1.8147153854370117
348,1451.3357100801206,128,1.6558198928833008
349,578.6529405661162,64,1.2362064123153687
350,313.5178725490706,32,0.9926897287368774
351,522.1674201734659,64,1.2626546621322632
352,1180.0052386078128,128,1.3956888914108276
353,702.8667905574183,64,1.4809035062789917
354,332.4430219166361,64,1.0633898973464966
355,529.0304397316759,64,1.0992786884307861
356,328,32,1.3485422134399414
357,1971.4192303362886,256,1.347418189048767
358,491.24401685606904,64,0.9817748069763184
359,920.7232273881013,128,1.1626979112625122
360,462.36529855820714,64,1.1585997343063354
361,1195.7076531391326,128,1.2253234386444092
362,363.9406691120305,64,1.0103720426559448
363,1051.9442168650778,128,1.6704918146133423
364,494.51571623279,64,1.6918728351593018
365,515.8781147211466,64,1.4898947477340698
366,600.236297946069,64,1.2201623916625977
367,904.6679768125871,128,1.2312549352645874
368,542.7948059651159,64,1.0575147867202759
369,663.4888463217605,64,1.2913774251937866
370,927.0458575416758,128,1.4187349081039429
371,463.19012995507774,64,1.05450439453125
372,798.3718539899999,64,1.3736637830734253
373,451.8724166568147,64,1.1240202188491821
374,297.01465925632465,64,1.2371025085449219
375,413.25613349631834,64,1.2067402601242065
376,317.62064918003523,64,1.1687586307525635
377,1274.1153030368928,128,1.667380452156067
378,1075.713926934928,128,1.585137128829956
379,2854.9889172196044,256,1.6330580711364746
380,618.5482147989062,64,1.0376920700073242
381,272.08153647286065,32,1.2513290643692017
382,1005.581666592332,128,1.2532081604003906
383,788.9207052586598,128,1.3914506435394287
384,828.2703472077918,128,1.4343845844268799
385,500.3647225644761,64,1.413062572479248
386,269.5189157864911,64,1.3022677898406982
387,470.6076380208146,64,1.2236011028289795
388,685.5812819391972,128,1.2519516944885254
389,1149.6200397309997,128,1.4233424663543701
390,668.1595592631955,64,0.9808366298675537
391,1157.5193975064471,128,1.4129526615142822
392,662.3205302616899,64,1.1409043073654175
393,360.34835259674395,32,1.070433497428894
394,4.623532763908219,64,1.0742632150650024
395,767.4566329043985,64,1.383629322052002
396,1555.803138254813,256,1.3580139875411987
397,249.40048791003238,64,1.1538784503936768
398,434.371156137904,64,1.1127839088439941
399,514.9984578215601,64,1.152876615524292
400,698.9222962150901,128,1.2534542083740234
401,710.4084430066977,128,1.4453320503234863
402,265.96969726092107,32,0.9808120727539062
403,118.67568620779204,16,1.0702569484710693
404,653.424349566116,64,1.3386061191558838
405,522.6413535725668,64,1.1198254823684692
406,746.0280814064336,64,1.125404715538025
407,345.7725171238723,64,1.2944990396499634
408,710.6147368728698,64,1.4052406549453735
409,630.9683143109401,64,1.0495343208312988
410,474.5339659665336,64,0.9321554899215698
411,-102.56396320781633,128,1.5871506929397583
412,1780.479076738085,256,1.360143780708313
413,1008.5221298991014,128,1.319478988647461
414,871.1335219224809,128,1.3054418563842773
415,275.27154251652286,64,1.676400065422058
416,1024.309053124406,128,1.2318683862686157
417,910.5480201997516,128,1.129356861114502
418,478.58032841414825,64,1.018505573272705
419,1138.5989428772377,128,1.312025547027588
420,126.11255679890614,32,0.9774073958396912
421,443.65096048170534,128,1.2493256330490112
422,800.304654994192,128,1.1775914430618286
423,84.64039618074186,128,1.2388150691986084
424,399.3393570222324,64,1.0751142501831055
425,332.27378901028817,128,1.2771508693695068
426,886.3706202250079,128,1.293248176574707
427,418.44464982892936,64,1.0862876176834106
428,533.9378303410431,128,1.27208411693573
429,-88.7908860568155,32,1.03643000125885
430,488.33553711890005,64,1.1289719343185425
431,584.1018870476131,128,1.3296226263046265
432,1070.3276693396758,128,1.207401156425476
433,70.98131279806137,64,1.1355979442596436
434,552.276655537767,64,1.0627384185791016
435,751.5097903917589,128,1.3402246236801147
436,440.3791137617575,64,0.8856838345527649
437,1161.477266033261,128,1.3022900819778442
438,780.6847767310172,128,1.1201727390289307
439,582.6071091694164,128,1.042376160621643
440,876.1277724872722,128,1.1539791822433472
441,371.0551748358924,64,1.1793038845062256
442,452.86087126188744,256,1.333003282546997
443,87.9657151422777,128,1.053575038909912
444,578.7363179439428,64,1.080249309539795
445,866.7606029915117,128,1.1176315546035767
446,256.45395083137385,64,1.0325862169265747
447,450.05156637137816,64,0.9593921899795532
448,200.01196020277663,128,1.3094056844711304
449,-383.4344516843677,128,1.275334119796753
450,53.07096421353447,32,1.069562315940857
451,368.7719353322686,64,1.009517788887024
452,639.8902326949691,64,1.269500970840454
453,294.7557469659287,64,1.3995381593704224
454,584.895697095396,128,1.7693639993667603
455,1116.007844989417,256,1.2577177286148071
456,864.0252139808955,128,1.2661770582199097
457,923.2024883033497,128,1.161246657371521
458,277.71773630158737,32,0.8037602305412292
459,692.4249814470795,128,1.2529677152633667
460,337.1537959862124,128,1.1204957962036133
461,661.8889058996053,256,1.2581567764282227
462,473.4526973711716,128,1.2242680788040161
463,-71.41729714214458,64,1.1871895790100098
464,602.0618744044797,64,1.1237503290176392
465,-8.589329984188076,128,1.0293835401535034
466,1042.1204376988676,128,1.0295780897140503
467,1349.6098696863523,256,2.0398075580596924
468,102.17015085568116,128,1.1657307147979736
469,55.18499353897622,64,1.1600086688995361
470,286.8427910579087,64,1.0198394060134888
471,-317.98239971162496,128,1.1172633171081543
472,614.2447720159646,256,1.7912986278533936
473,-343.5666185891968,128,1.1991870403289795
474,-36.48448492472616,128,1.1860718727111816
475,519.318845082761,64,1.0264215469360352
476,-291.4663907297405,128,1.7126429080963135
477,220.98669549724832,64,1.1593571901321411
478,-295.5684392591134,64,1.1688693761825562
479,-858.9378529169534,128,1.2815988063812256
480,-421.9056163627514,64,1.4460242986679077
481,224.80332798220957,128,0.9846457242965698
482,162.38009751405423,128,1.41860830783844
483,395.52985871907134,64,1.0361791849136353
484,-738.5319384813038,128,1.163442850112915
485,423.00386280853394,128,0.9979178309440613
486,321.1386398639082,64,1.117010474205017
487,-737.5062231272527,128,1.3806614875793457
488,304.8744289444872,64,0.9227456450462341
489,951.3477271209232,128,1.0731922388076782
490,1356.5001853186004,256,1.1220122575759888
491,1232.2381820304058,128,1.2756799459457397
492,-666.8518828083519,128,0.9992955327033997
493,592.7706361320502,128,1.099786639213562
494,-1277.6163180527938,128,1.1161818504333496
495,-551.3029211065589,128,1.1504817008972168
496,451.4225589712555,64,0.9970011115074158
497,-378.5940428676967,64,0.9138601422309875
498,-264.0039116340347,128,1.0920751094818115
499,-328.19947947102634,32,0.8366328477859497
500,-84.90192886776768,32,0.9579635262489319
501,-317.18709112061754,64,0.9238383173942566
502,268.72832656083085,64,0.9888514280319214
503,-532.8693901493082,64,1.0215548276901245
504,-26.650609689984854,64,0.9712642431259155
505,430.35742805017753,128,0.9613122940063477
506,-672.373851604917,64,1.2549970149993896
507,-804.9665476116651,64,1.5472785234451294
508,-892.9087122944543,128,1.7322437763214111
509,-74.75912623488007,32,1.1853880882263184
510,-778.8917622838133,8,1.246415615081787
511,-333.9033591034157,128,1.0295332670211792
512,411.7056274208998,256,1.210260033607483
513,90.43703747461961,64,0.8465304970741272
514,-466.85978891450463,32,0.7959338426589966
515,-1039.6315434687676,4,1.2533982992172241
516,-10,4,1.2346632480621338
517,-10,2,1.4720206260681152
518,-10,2,1.2369258403778076
519,-1228.3340109710382,128,1.2060198783874512
520,-0.5914489146883142,64,1.3080251216888428
521,-1709.0974078128522,128,1.2203264236450195
522,-1618.4074725489281,128,1.3180510997772217
523,-995.902683683069,256,1.4410918951034546
524,-438.6567672302098,128,1.2405983209609985
525,-255.69842364583286,128,1.235062599182129
526,-471.6036395704,64,1.3311864137649536
527,-498.89901009185724,128,1.6693475246429443
528,-1090.0672276580588,64,1.1578739881515503
529,-962.7463548106974,128,0.9813894033432007
530,-1137.416319106492,128,1.004321813583374
531,-419.48780326460593,64,1.053436279296875
532,-117.21547536111412,64,0.9108597636222839
533,-712.0771293194808,64,0.9897575378417969
534,-2720.48706795349,128,0.9014876484870911
535,-132.46360807279873,32,0.7760895490646362
536,-1229.3469730532115,64,0.9213820695877075
537,-906.1568016590294,64,1.0319844484329224
538,-436.1650711382067,128,1.1780427694320679
539,-808.5686523839315,64,1.151424765586853
540,-6,4,0.8892452716827393
541,-10,2,1.6988111734390259
542,-618.4380804711776,64,0.9267212748527527
543,-177.17085915759677,64,0.8711923956871033
544,-361.40871720494727,128,0.9915716648101807
545,-1017.3357770606201,64,0.9264225959777832
546,469.2814071028873,128,0.9359438419342041
547,-927.0676910120472,64,0.9337137937545776
548,-959.1077831719301,128,0.9670267701148987
549,-2157.6145802088877,128,1.012526512145996
550,-951.096282567355,64,0.9903839230537415
551,-2694.2917342762953,128,0.908927857875824
552,-1034.7667944968393,32,0.8834327459335327
553,-2242.257466310184,128,1.02345609664917
554,-758.3424410116987,32,0.9887402057647705
555,-10,2,1.223604440689087
556,-182.7203734435057,64,1.001596450805664
557,-1403.0498204758578,128,1.00827956199646
558,-744.3351188677677,32,1.3561159372329712
559,-561.9076116331593,64,1.1586177349090576
560,-1489.1117039538046,128,1.420186996459961
561,-1903.5254665516072,32,1.3347419500350952
562,-10,4,1.4431023597717285
563,-2240.045213487714,64,1.0360257625579834
564,-6,4,0.7123217582702637
565,-6,4,1.190587043762207
566,-6,4,0.8227962255477905
567,-10,2,2.490511894226074
568,-2287.186785171432,128,1.0065115690231323
569,-872.7924231083903,64,1.0479586124420166
570,-10,2,1.3392518758773804
571,-10,2,1.2004064321517944
572,-6,4,0.8895120024681091
573,-1642.1097124934172,128,1.3704639673233032
574,-10,4,1.3014498949050903
575,-10,2,1.7525289058685303
576,-2193.5788837105024,64,1.5039774179458618
577,-171.1190291823563,64,1.1069128513336182
578,-1972.8000014609252,64,1.114823818206787
579,-2698.9314851521654,128,1.1597996950149536
580,-934.9158787500662,32,1.1539521217346191
581,-10,4,1.1976063251495361
582,-720.2070227910269,64,1.0188508033752441
583,-4233.350594278528,128,1.0932435989379883
584,-3584.9516621874077,128,1.0470329523086548
585,-1437.583701713505,32,1.214045763015747
586,-1885.853909040918,32,1.2010719776153564
587,-2057.756686440904,128,1.3054944276809692
588,-1427.4715994470878,16,1.33511221408844
589,-1945.7119480714396,64,1.0080392360687256
590,-1352.0637541859912,128,0.9586575627326965
591,-2358.7352971694186,16,1.3573839664459229
592,-10,2,1.5161535739898682
593,-3918.334671333965,128,0.9556025862693787
594,-862.3076595455825,32,1.1460659503936768
595,-10,4,1.1991329193115234
596,-6,4,0.8214253783226013
597,-10,2,1.4121050834655762
598,-1312.2511452049903,16,1.3563826084136963
599,-10,2,1.360106110572815
600,-10,4,2.9038400650024414
601,-10,2,1.804293155670166
602,-10,2,2.849062442779541
603,-2803.7922230896665,64,1.161386251449585
604,-2172.2279777801677,128,1.0450334548950195
605,-3257.84625340186,64,1.054581880569458
606,-3689.764832402688,128,1.2510645389556885
607,-3872.2030522332198,128,1.060594081878662
608,-1206.9337615036407,32,1.2022135257720947
609,-10,4,1.1917060613632202
610,-850.3594290686659,64,0.966127872467041
611,-1256.0086554457046,64,0.9471544623374939
612,-767.3470594338839,4,1.47104012966156
613,-10,2,1.2021502256393433
614,-1298.8742147572334,64,1.095279574394226
615,-4693.156908879607,64,1.4013763666152954
616,-1022.1914506668273,64,1.3279407024383545
617,-10,2,1.3907712697982788
618,-10,2,2.5706653594970703
619,-10,4,2.6211659908294678
620,-2232.010642390751,128,1.1617792844772339
621,-10,2,2.593442440032959
622,-5082.616820264838,256,1.0208766460418701
623,-1162.651200528147,64,0.9762020707130432
624,-1996.9608164756905,64,0.9582798480987549
625,-4049.786537159784,128,1.0106244087219238
626,-2642.666301807161,128,1.1657848358154297
627,-10,2,1.5776970386505127
628,-10,2,2.351200580596924
629,-6,4,1.7962520122528076
630,-1557.2619515072715,32,1.199095368385315
631,-6,4,0.692431628704071
632,-963.4907735726595,64,1.0386320352554321
633,-10,2,1.3192332983016968
634,-10,2,1.249516487121582
635,-10,2,1.4166181087493896
636,-539.2960446885781,64,1.1140276193618774
637,-391.11399580736094,32,1.119624376296997
638,-2545.131598815738,32,1.2870771884918213
639,-1017.6798474016514,16,1.356396198272705
640,-6,4,0.7428902387619019
641,-2635.693511842992,64,1.2292569875717163
642,-10,2,1.5986636877059937
643,-3971.4251959322346,128,0.9763692021369934
644,-1573.5562420211725,64,0.929664671421051
645,-1715.4065603373708,64,0.9591482877731323
646,-2791.994258824117,128,1.2668101787567139
647,-4408.4695177360145,128,1.1851040124893188
648,-3585.499765956755,128,1.086965799331665
649,-936.4341225791065,64,1.0275232791900635
650,-6,4,0.6853392124176025
651,-1272.568756556259,32,1.1867460012435913
652,-1897.51785372928,32,1.3655754327774048
653,-10,4,1.2227205038070679
654,-1235.931262061059,32,1.139319658279419
655,-6,4,1.869002342224121
656,-1549.7279452197881,64,1.1659655570983887
657,-6,4,0.8415642976760864
658,-866.6941188677677,4,1.5113961696624756
659,-10,2,1.9894993305206299
660,-10,2,2.5393004417419434
661,-10,2,2.097053050994873
662,-10,4,2.4211373329162598
663,-10,2,2.4654462337493896
664,-2005.3233594657643,64,1.0099211931228638
665,-720.8138248952505,16,1.0364488363265991
666,-10,2,2.3787550926208496
667,-10,2,1.189438819885254
668,-10,2,2.313187599182129
669,-1228.5023322325767,32,1.0125370025634766
670,-6,4,3.5768465995788574
671,-10,2,2.3353190422058105
672,-10,4,2.2722549438476562
673,-3247.0200670625113,128,1.077405571937561
674,-5449.696586106167,128,1.4591737985610962
675,-10,2,1.1803308725357056
676,-4690.541751062449,256,1.4452072381973267
677,339.1363148264191,64,1.1222834587097168
678,-1144.6941188677674,8,1.411436915397644
679,-767.3470594338839,4,1.602815866470337
680,-1519.5761749454618,64,1.0788902044296265
681,-1719.4532912304455,64,1.1126277446746826
682,-3392.2400530011096,128,1.0623652935028076
683,-2540.0935807540554,128,1.1804277896881104
684,-10,4,1.2432188987731934
685,-1386.1741829899463,128,1.4165972471237183
686,-10,4,1.4414479732513428
