Episode,Action,Legal Moves,Q-Values,Reward,Total Reward,State,Next State,Done
0,0,0,"[1, 2, 3]","[-0.2574824094772339, 0.1687321662902832, 0.3688478469848633, 0.5043621063232422]",-1,80.69999999999997,"[[ 2  0  0  0]
 [ 2  4  2  0]
 [ 8 64 16  0]
 [ 8 16  4  0]]","[[ 2  0  0  0]
 [ 2  4  2  0]
 [ 8 64 16  0]
 [ 8 16  4  0]]",False
0,0,0,"[1, 2, 3]","[-0.2574824094772339, 0.1687321662902832, 0.3688478469848633, 0.5043621063232422]",-1,79.69999999999997,"[[ 2  0  0  0]
 [ 2  4  2  0]
 [ 8 64 16  0]
 [ 8 16  4  0]]","[[ 2  0  0  0]
 [ 2  4  2  0]
 [ 8 64 16  0]
 [ 8 16  4  0]]",False
0,0,0,"[1, 2, 3]","[-0.2574824094772339, 0.1687321662902832, 0.3688478469848633, 0.5043621063232422]",-1,78.69999999999997,"[[ 2  0  0  0]
 [ 2  4  2  0]
 [ 8 64 16  0]
 [ 8 16  4  0]]","[[ 2  0  0  0]
 [ 2  4  2  0]
 [ 8 64 16  0]
 [ 8 16  4  0]]",False
0,0,2,"[1, 2, 3]","[-0.2574824094772339, 0.1687321662902832, 0.3688478469848633, 0.5043621063232422]",0.6000000000000001,79.29999999999997,"[[ 2  0  0  0]
 [ 2  4  2  0]
 [ 8 64 16  0]
 [ 8 16  4  0]]","[[ 0  0  0  2]
 [ 0  2  4  2]
 [ 0  8 64 16]
 [ 2  8 16  4]]",False
0,0,0,"[0, 1, 3]","[-0.15676182508468628, -0.05351671576499939, 0.1869659125804901, 0.4388410151004791]",0.6000000000000001,79.89999999999996,"[[ 0  0  0  2]
 [ 0  2  4  2]
 [ 0  8 64 16]
 [ 2  8 16  4]]","[[ 2  0  2  0]
 [ 2  4  2  0]
 [ 8 64 16  0]
 [ 2  8 16  4]]",False
0,0,2,"[0, 1, 2, 3]","[-0.26400983333587646, 0.14478415250778198, 0.3738930821418762, 0.4725378751754761]",1.0,80.89999999999996,"[[ 2  0  2  0]
 [ 2  4  2  0]
 [ 8 64 16  0]
 [ 2  8 16  4]]","[[ 2  0  0  4]
 [ 0  2  4  2]
 [ 0  8 64 16]
 [ 2  8 16  4]]",False
0,0,0,"[0, 1, 2, 3]","[-0.1585468053817749, -0.06896990537643433, 0.17763835191726685, 0.45012474060058594]",0.6000000000000001,81.49999999999996,"[[ 2  0  0  4]
 [ 0  2  4  2]
 [ 0  8 64 16]
 [ 2  8 16  4]]","[[ 2  4  0  0]
 [ 2  4  2  2]
 [ 8 64 16  0]
 [ 2  8 16  4]]",False
0,0,2,"[0, 1, 2, 3]","[-0.26380062103271484, 0.13672292232513428, 0.3723846673965454, 0.45960402488708496]",1.0,82.49999999999996,"[[ 2  4  0  0]
 [ 2  4  2  2]
 [ 8 64 16  0]
 [ 2  8 16  4]]","[[ 0  0  2  4]
 [ 0  2  4  4]
 [ 2  8 64 16]
 [ 2  8 16  4]]",False
0,0,3,"[0, 1, 2, 3]","[-0.1605188548564911, -0.050466060638427734, 0.19326239824295044, 0.4478502869606018]",3.4,85.89999999999996,"[[ 0  0  2  4]
 [ 0  2  4  4]
 [ 2  8 64 16]
 [ 2  8 16  4]]","[[ 0  0  2  0]
 [ 2  0  4  8]
 [ 0  2 64 16]
 [ 4 16 16  4]]",False
0,0,2,"[0, 1, 2, 3]","[-0.21234513819217682, -0.13504430651664734, 0.2047986090183258, 0.47495245933532715]",3.8000000000000003,89.69999999999996,"[[ 0  0  2  0]
 [ 2  0  4  8]
 [ 0  2 64 16]
 [ 4 16 16  4]]","[[ 0  0  2  2]
 [ 0  2  4  8]
 [ 0  2 64 16]
 [ 0  4 32  4]]",False
0,0,0,"[0, 1, 2, 3]","[-0.21029096841812134, 0.07352011650800705, 0.31056782603263855, 0.37689104676246643]",1.0,90.69999999999996,"[[ 0  0  2  2]
 [ 0  2  4  8]
 [ 0  2 64 16]
 [ 0  4 32  4]]","[[ 4  0  0  0]
 [ 2  4  8  0]
 [ 2 64 16  0]
 [ 4 32  4  2]]",False
